geocode,regrowth_2001_2016,agr_pers,veg_pers,nreg_agr,nreg_veg,population2016,pop_g,lpw2016,lpw_g,Std_temp,precip,clay,ph,embargos_def,roads_km,silos_ton,lat,long,FNP,UF
1700251,20428.16,9971.2200,146636.4300,0.3077,0.0293,2555,0.00956,2053.619375,0.172246667,0.404284862,1926.335625,26.26,50.67,2,0,0,-9.4804141,-49.309888,77,17
1700301,6166.58,4892.9100,12498.6300,0.2511,0.1160,6307,0.039738462,1845.225625,0.117273333,0.345605146,1454.3875,29.43,51.27,0,26.803,0,-6.4876523,-47.513386,78,17
1700350,26609.51,49947.7000,75566.7900,0.1438,0.0999,6491,-0.003184615,1910.938125,0.196733333,0.438204195,1611.553125,24.5,52.54,2,27.201,0,-11.332169,-48.908194,76,17
1700400,57066.52,47531.5500,303766.9700,0.1830,0.0339,9082,-0.004569231,1992.1875,0.19816,0.463015029,1496.849375,29.14,55.48,5,0,16320,-11.430057,-47.21041,76,17
1700707,13420.12,65576.3000,38502.1200,0.0714,0.1157,8557,-2.31E-05,2369.1025,0.214146667,0.474997807,1526.510625,23.92,52.67,2,43.625,130932,-12.408493,-49.112914,76,17
1701002,30126.6,74760.7400,54423.9600,0.1375,0.1797,12156,0.002023077,1839.381875,0.116886667,0.318765849,1719.071875,27.33,48.89,3,0,0,-6.2555316,-48.023998,78,17
1701051,9317.31,7292.2900,28870.9600,0.2681,0.0847,3401,0.009461538,1840.51625,0.116953333,0.33656104,1730.873125,29.68,50.42,1,0,0,-6.4204684,-47.901257,78,17
1701101,20433.15,18961.9800,71176.4600,0.1611,0.0487,4672,0.016530769,2933.095625,0.219206667,0.447060305,1677.065,27.18,51.97,1,55.879,3375,-9.9878923,-48.000685,77,17
1701309,22866.75,68855.0500,21636.2900,0.1006,0.2624,8614,0.0097,1839.8425,0.116926667,0.323437269,1773.4325,29.27,51.69,2,0,0,-7.1020524,-48.519112,78,17
1701903,16662.6,13374.9100,232302.3200,0.2012,0.0143,6934,0.016415385,2088.3275,0.175073333,0.388123692,1935.483125,27.91,50.06,1,45.431,3595,-8.9400565,-49.504683,77,17
1702000,72449.96,227901.5800,191236.2400,0.0934,0.1094,9276,-0.003707692,1912.3425,0.196846667,0.46276659,1484.07625,24.05,52.82,7,0,0,-12.841147,-49.696348,76,17
1702109,56920.03,192733.8400,143785.8100,0.1098,0.1419,173112,0.0264,1846.861875,0.11766,0.339381177,1743.69,26.92,51.89,3,0,11701,-7.3379216,-48.302183,78,17
1702158,10452.78,60557.5100,12916.7400,0.0694,0.2591,5691,0.023076923,1842.931875,0.116933333,0.319603922,1725.760625,27.97,50.55,2,0,0,-6.9196243,-48.403334,78,17
1702208,63163.26,76232.1000,118738.9000,0.1587,0.1080,34810,0.019376923,1839.05125,0.116873333,0.310408333,1579.95125,27.41,49.12,6,24.574,0,-5.740486,-48.001225,78,17
1702406,76464.64,146696.1400,337085.0000,0.0655,0.0296,10977,0.001023077,1956.571875,0.196206667,0.490122434,1251.460625,31.04,55.53,3,36.829,0,-12.81866,-47.04786,76,17
1702554,5490.28,24484.0200,6555.3100,0.0462,0.1531,17861,0.020946154,1839.05125,0.116873333,0.331458896,1440.16125,27.61,49.08,1,0,0,-5.4981796,-47.929068,78,17
1702703,10161.79,21951.0600,40594.6600,0.0858,0.0483,3709,0.008561538,2159.05625,0.199173333,0.483763027,1195.425,33.79,57.14,1,0,0,-12.642368,-46.418694,76,17
1702901,3290.92,7698.8100,3435.4300,0.1101,0.2170,9741,0.003515385,1839.05125,0.116873333,0.340075972,1365.665,26.79,49.04,0,0,0,-5.6456446,-47.766383,78,17
1703008,24144.93,17167.3700,121187.6000,0.1616,0.0266,11257,0.0051,1874.934375,0.118513333,0.333506622,1703.691875,28.26,52.06,3,0,0,-7.1748585,-47.855767,78,17
1703057,19781.5,123035.1800,17129.0800,0.0738,0.3641,3460,0.0152,1840.80375,0.116986667,0.339283559,1812.224375,26.56,51.26,3,0,0,-7.7777228,-48.601423,78,17
1703073,10706.88,3119.8300,81825.3300,0.2640,0.0135,4503,0.013761538,2063.36125,0.13022,0.359554701,1522.64375,25.99,51.27,0,26.25,6380,-7.7173953,-47.578546,78,17
1703107,14651.34,26132.8700,29300.5500,0.1734,0.1576,5622,0.003269231,2071.63375,0.171426667,0.413545141,1869.5075,26.68,53.18,4,29.662,0,-9.8689816,-48.791669,77,17
1703305,11255.47,7498.1700,104225.9500,0.1536,0.0129,4590,0.035469231,1847.496875,0.160973333,0.408621667,1690.318125,25.85,51.24,1,66.814,1200,-9.012759,-47.879216,120,17
1703602,7926.81,16480.3600,37088.4900,0.1080,0.0510,2208,0.009807692,1936.17875,0.120026667,0.360682224,1713.179375,26.81,52.84,0,23.099,0,-8.2865474,-48.420252,78,17
1703701,31342.43,47539.3100,83423.1300,0.2278,0.1439,5506,0.004030769,2356.51375,0.194766667,0.436046156,1722.334375,26.02,54.25,1,0,3480,-11.029413,-48.625075,77,17
1703800,5732.99,15320.9300,3903.3100,0.0825,0.2609,10988,0.018307692,1839.05125,0.116873333,0.312257906,1535.586875,28.17,47.39,0,0,0,-5.3387335,-48.104384,78,17
1703826,3962.95,3288.9800,28007.9900,0.2839,0.0445,2430,0.011761538,1839.05125,0.116873333,0.341054737,1661.50875,27.42,48.56,1,12.226,0,-6.0904451,-47.841499,78,17
1703842,12405.06,8266.7300,247393.3300,0.1453,0.0056,9604,0.034130769,4934.5675,0.219233333,0.429214399,1465.46625,31.84,54.29,7,0,223363,-8.2034929,-46.80441,78,17
1703867,10147.33,53534.3500,41345.8900,0.0523,0.0667,4238,0.020192308,2179.31125,0.205673333,0.457776783,1652.564375,24.2,52.26,1,46.315,184159,-11.933947,-49.203199,76,17
1703883,4597.82,24189.9200,5969.3400,0.0788,0.2575,2531,0.014453846,1861.6225,0.117666667,0.325698608,1751.371875,27.52,51.8,0,0,0,-7.0402523,-48.380832,78,17
1703891,4128.55,7226.0000,5699.3000,0.0922,0.1141,4472,0.021630769,1839.1025,0.11688,0.322189773,1493.8025,28.72,47.21,0,0,0,-5.3364784,-48.010688,78,17
1703909,20126.44,30146.8100,100155.5600,0.1370,0.0456,5193,0.023015385,2224.815,0.196873333,0.397143446,1893.930625,28.29,50.64,6,0,49320,-9.4004072,-49.848113,77,17
1704105,8064.05,989.0200,182430.2400,0.4221,0.0039,2835,0.016307692,2310.963125,0.184906667,0.406537719,1617.04375,24.51,52.07,1,13.094,0,-9.0740485,-47.444986,77,17
1704600,13036.03,12671.8600,39452.8200,0.2429,0.0934,1402,0.003884615,2026.219375,0.16852,0.399173626,1777.98875,25.24,51.63,1,0,0,-10.165678,-49.196355,77,17
1705102,19920.44,10931.1000,121175.2700,0.2520,0.0295,3840,0.006907692,2524.209375,0.208933333,0.454825974,1552.640625,26.47,54.32,2,34.339,4056,-11.541775,-47.846161,76,17
1705508,14819.51,57704.1600,13561.8900,0.0902,0.2968,34416,0.019338462,1851.00125,0.117753333,0.340741838,1779.68,26.05,53.04,1,37.145,0,-8.0506021,-48.504834,78,17
1705557,3072.13,9870.0700,7841.9000,0.0650,0.0804,5070,0.004,2100.5,0.197386667,0.467502228,1029.15375,36.63,59.07,0,0,0,-12.84653,-46.503685,76,17
1705607,47301.84,49429.6600,158449.7200,0.1271,0.0435,4574,2.31E-05,1903.104375,0.19592,0.485027491,1327.386875,25.64,55.11,1,0,0,-12.169341,-47.303484,76,17
1706001,41799.79,33182.5400,85759.2500,0.2378,0.1077,5477,0.011692308,1883.018125,0.122133333,0.362012316,1792.5775,26.38,50.27,0,0,0,-8.4696576,-49.184049,78,17
1706100,32305.04,29278.5200,113790.8800,0.2045,0.0620,7399,-0.000746154,2062.829375,0.174686667,0.413484683,1779.356875,24.63,51.99,2,0,48606,-10.637097,-49.31316,77,17
1706258,18561.49,29067.0500,48132.9900,0.2259,0.1498,1694,0.015076923,1993.758125,0.198473333,0.429041082,1707.2375,23.88,52.3,0,15.005,0,-11.172635,-49.073923,76,17
1706506,17367.5,5592.4700,134794.7000,0.3936,0.0262,5912,0.021330769,2386.639375,0.149526667,0.33004987,1743.020625,27.99,52.06,6,24.69,15855,-6.7734468,-47.74946,78,17
1707009,27773.33,29482.8900,253215.8200,0.1713,0.0235,21457,0.020638462,2612.475625,0.211293333,0.447354725,1485.0525,29.52,55.58,4,0,58837,-11.700228,-46.808934,76,17
1707108,33219.98,32891.1300,151985.3700,0.1788,0.0450,6823,0.010876923,2047.28875,0.171453333,0.397223174,1887.66125,26,50.92,4,0,0,-9.6948456,-49.354832,77,17
1707207,42732.24,36102.9300,286694.2600,0.2480,0.0399,7319,-0.000838462,2042.946875,0.170833333,0.418057014,1943.4575,26.38,51.1,2,0,0,-9.2725378,-49.070188,77,17
1707306,50566.53,66150.3500,212687.5900,0.1638,0.0574,4725,0.003230769,1912.208125,0.197233333,0.445615211,1658.331875,24.8,52.7,5,12.283,72426,-11.428519,-49.390747,76,17
1707553,6087.57,11973.7100,18000.7300,0.1170,0.0810,4123,0.001338462,2083.39875,0.17494,0.417258912,1953.219375,25.29,52.51,2,12.502,0,-10.809468,-48.874541,77,17
1707652,20922.51,82621.0200,78977.9400,0.0649,0.0677,5490,-0.003146154,2155.4575,0.208333333,0.458299393,1566.821875,23.6,52.55,4,14.843,80000,-12.264272,-49.283119,76,17
1707702,31575.05,24864.9800,115874.8400,0.1290,0.0308,8871,0.006130769,1841.56,0.117173333,0.343372975,1602.66,26.92,52.13,6,0,0,-7.4968452,-47.79386,78,17
1708205,113086.03,119470.2400,1092496.7200,0.1769,0.0230,20301,0.002438462,1946.789375,0.199753333,0.451611928,1628.46125,28.65,53.45,4,77.023,505864,-11.958999,-50.098113,76,17
1708254,14111.18,18448.9700,26429.5500,0.1935,0.1434,2887,0.015484615,2369.12875,0.188093333,0.41637323,1756.783125,25.92,53.26,4,35.086,45356,-9.0743245,-48.501576,77,17
1708304,52743.39,35902.9000,99189.0900,0.2782,0.1224,5426,0.003469231,2039.680625,0.170046667,0.396080274,1895.77125,26.19,50.98,1,30.276,0,-8.8583143,-49.028531,77,17
1709005,24064.93,4753.1200,588978.7800,0.4186,0.0058,12894,0.008384615,2406.761875,0.155946667,0.395448585,1599.945625,26.36,52.17,4,79.397,0,-8.0937717,-47.481186,78,17
1709302,42034.09,54036.8100,123746.4200,0.1997,0.0983,25399,0.014269231,2221.985,0.137913333,0.396398369,1646.916875,26.75,52.19,3,39.67,35952,-8.7168792,-48.351787,78,17
1709500,22176.01,71773.0000,79298.9800,0.0774,0.0706,84628,0.016930769,1958.254375,0.201193333,0.451198404,1608.82375,24.47,52.75,4,50.364,124080,-11.65206,-48.886641,76,17
1709807,11158.72,13594.2000,50178.7200,0.1633,0.0502,1918,0.029723077,2395.365625,0.189753333,0.445593238,1669.061875,25.88,53.72,1,0,0,-11.136175,-48.404196,77,17
1710508,20764.25,15794.0400,251425.7300,0.1750,0.0131,7434,0.004330769,2188.44875,0.135066667,0.385398063,1675.29,25.5,51.73,3,42.395,0,-8.5712598,-47.669023,78,17
1710706,13645.32,16010.0900,33980.2300,0.1424,0.0726,6706,-0.000992308,1839.05125,0.116873333,0.336807932,1390.385,26.72,49.4,3,0,0,-5.8037582,-47.596597,78,17
1710904,19566.86,14680.6200,73371.6300,0.2049,0.0490,3752,0.010230769,2577.79,0.15514,0.369592118,1568.534375,24.62,50.56,3,0,2687,-8.3164817,-48.033026,78,17
1711506,24409.91,42067.1800,136420.4700,0.1325,0.0450,3983,0.0134,1902.6275,0.196093333,0.474400938,1431.4475,28.59,54.55,2,0,0,-12.748159,-48.645919,76,17
1711803,5512.86,17955.1700,23806.6600,0.1070,0.0829,2668,0.002669231,1839.198125,0.116886667,0.344610287,1663.585625,27.65,49.38,0,0,1585,-8.2270776,-49.17316,78,17
1711902,58216,33391.9000,929377.0400,0.1792,0.0078,12501,0.046015385,2188.77,0.185193333,0.449397745,1753.38875,29.55,53.45,4,0,396868,-11.036066,-50.160444,77,17
1711951,4657.1,1244.0700,82419.1700,0.3420,0.0078,4115,0.029138462,2340.33875,0.198106667,0.462536485,1298.414375,24.51,52.1,1,0,0,-10.342014,-47.481602,77,17
1712009,2469.26,1322.1700,25459.8600,0.4004,0.0335,3513,0.028453846,2036.495625,0.169726667,0.442265004,1524.361875,29.85,52.79,1,0,0,-9.8485151,-48.290079,77,17
1712157,5113.23,9454.2200,34215.5400,0.1081,0.0324,1845,0.0238,2127.611875,0.194573333,0.46105495,1082.828125,34.26,57.42,0,0,0,-12.820308,-46.394839,76,17
1712405,6834.92,663.9500,563451.8800,0.6826,0.0025,3806,-0.001161538,2623.46375,0.198693333,0.430983372,1567.706875,27.06,54.74,0,0,0,-9.5253595,-46.938856,77,17
1712454,5049.83,6628.2000,17092.4800,0.2271,0.1023,2992,0.026684615,1839.05125,0.116873333,0.341184212,1663.60875,28.92,48.8,0,18.903,0,-6.206364,-47.830448,78,17
1712504,25689.67,43942.7300,124497.4900,0.1392,0.0540,4976,0.026638462,2075.309375,0.176906667,0.412528787,1884.3425,26.5,51.5,1,0,8185,-9.7876427,-49.699889,77,17
1712702,4699.15,12467.0600,888850.8200,0.0097,0.0001,2570,0.028284615,4351.641875,0.234433333,0.462363493,1300.4875,27.22,56.99,3,0,13672,-10.576166,-46.501214,77,17
1712801,4875.73,4619.0900,60045.0800,0.2008,0.0190,3524,0.015423077,1839.05125,0.116873333,0.34395191,1471.401875,26.56,48.7,1,0,0,-6.0242718,-47.589751,78,17
1713205,36262.35,60772.8600,137177.4600,0.1314,0.0628,28239,-0.006223077,2132.779375,0.177286667,0.436202839,1619.973125,25.71,52.29,6,29.063,1507,-9.7540268,-48.551379,77,17
1713304,21744.63,31882.8800,43053.0300,0.2068,0.1618,13363,0.008376923,2146.75125,0.17912,0.432295713,1886.11125,25.88,52.2,2,19.855,3352,-9.4268358,-48.681293,77,17
1713601,35478.99,43994.6200,261363.9300,0.1735,0.0341,7654,0.020015385,2636.469375,0.20514,0.46313245,1759.834375,28.85,53.75,5,0,0,-10.748399,-48.017263,77,17
1713700,20359.97,26447.6800,57746.7200,0.1955,0.1002,2248,0.010961538,2093.87,0.174413333,0.398617925,1880.015,25.68,51.6,0,0,0,-10.000652,-49.067033,77,17
1713809,18678.07,12298.9100,44163.2400,0.2548,0.0870,6450,0.025169231,1843.90625,0.117373333,0.332325142,1660.2425,31.23,52.27,2,30.308,0,-6.599772,-47.642551,78,17
1713957,13848.17,77198.6300,27000.3800,0.0749,0.1880,3470,0.013315385,1839.05125,0.116873333,0.324637618,1786.766875,27.52,52.09,2,0,0,-7.1288498,-48.604404,78,17
1714203,40054.85,23626.9800,246946.6200,0.2100,0.0248,9764,0.005707692,1924.64375,0.197586667,0.466682887,1569.99875,28.09,55.28,3,69.182,0,-11.798493,-47.648959,76,17
1714302,8010.72,8804.5300,22046.4400,0.1864,0.0838,5888,-0.006438462,1839.54125,0.116933333,0.340470263,1661.8325,30.11,49.92,0,23.68,0,-6.3303926,-47.781088,78,17
1714880,27924.97,49493.8500,73954.4200,0.1425,0.1001,11616,0.014838462,1851.2875,0.117613333,0.343508855,1734.291875,26.83,52.14,6,14.625,0,-7.6627093,-48.33448,78,17
1715002,11107.67,16040.5800,21761.6200,0.2235,0.1750,4159,0.015584615,2183.486875,0.184593333,0.411804464,1865.936875,25.72,52.15,2,12.507,0,-10.549605,-48.974569,77,17
1715101,9495.09,1532.6100,253375.8500,0.4063,0.0041,4213,0.020584615,2143.523125,0.184213333,0.468027332,1359.12125,25.36,53.27,1,0,0,-10.155582,-47.383159,77,17
1715150,2943.9,9874.6700,6712.3700,0.0301,0.0437,2574,0.007876923,2066.035,0.186193333,0.485265821,987.96625,37.07,59.06,0,0,0,-12.914225,-46.559866,76,17
1715259,5917.36,5526.2700,115950.7800,0.1842,0.0106,2674,0.016930769,3313.410625,0.15828,0.441752193,1485.534375,32.05,55.91,0,0,0,-11.771222,-46.550335,76,17
1715507,3254.08,6585.9300,8900.2200,0.1215,0.0928,1129,0.010592308,2233.605625,0.183186667,0.412583325,1941.9775,25.4,52.16,1,8.111,0,-10.67409,-48.877091,77,17
1715705,50843.71,26443.3000,173122.3000,0.3468,0.0750,5757,0.026107692,2115.69,0.131093333,0.346138219,1641.008125,25.63,51.71,2,2.211,66310,-7.8863729,-48.155905,78,17
1715754,27720.76,38363.6300,102006.1200,0.1810,0.0767,8492,0.003161538,1959.228125,0.197806667,0.458837299,1519.211875,31.18,54.58,3,0,15370,-13.019541,-48.348843,76,17
1716109,26341.66,44246.3900,54534.2300,0.1879,0.1581,49727,0.020876923,2042.741875,0.170066667,0.417210978,1835.986875,26.6,53,3,29.259,57942,-10.221095,-48.826202,77,17
1716208,161502.18,149723.1200,789477.5700,0.1228,0.0259,10824,0.000761538,1902.711875,0.19574,0.508958086,1356.6825,28.08,54.47,5,200.86,0,-12.695705,-47.812162,76,17
1716307,15546.61,97493.3000,26093.9700,0.0677,0.2133,4964,0.008769231,1847.496875,0.160973333,0.349971427,1815.973125,27.37,52.51,3,0,0,-7.6194248,-48.581115,120,17
1716505,17531.61,34484.0500,133060.9400,0.0946,0.0264,13097,0.019892308,3104.595625,0.210773333,0.424387794,1663.769375,25.99,51.69,1,9.638,89257,-9.2273169,-48.034185,77,17
1716604,55242.61,154611.3900,249893.1400,0.0780,0.0497,11467,0.014107692,2034.34875,0.200853333,0.455682181,1493.324375,25.2,53.37,5,95.344,2930,-11.996696,-48.555247,76,17
1716653,21628.21,77201.2200,24781.5600,0.0971,0.2509,5553,0.014169231,1841.301875,0.11722,0.380345786,1881.04,26.8,51.25,0,0,0,-8.6140235,-48.989453,78,17
1716703,23292.55,43516.4600,34756.2200,0.1705,0.2047,9810,-0.002853846,1842.759375,0.1172,0.391030689,2001.83875,27.54,53.14,6,0,0,-8.7441578,-48.847619,78,17
1717008,15594.73,6864.0400,126160.5100,0.3067,0.0235,4689,-0.002746154,2040.870625,0.16982,0.477960947,1447.064375,29.74,54.28,2,0,0,-11.159955,-47.559191,77,17
1717206,28197.54,72458.2000,43826.8100,0.1452,0.2192,3724,0.027730769,1862.375,0.11996,0.319545902,1718.0475,28.59,50.29,0,1.954,14620,-6.801961,-48.314021,78,17
1717503,67060.13,56041.3500,829343.0500,0.2251,0.0192,7447,0.013184615,2074.98375,0.174393333,0.423240968,1797.006875,28.63,52.03,2,0,28047,-10.210285,-49.872651,77,17
1717800,14691.38,9773.3900,149089.5100,0.2468,0.0210,4664,0.000207692,2490.358125,0.174753333,0.465616079,1321.49125,30.8,55.79,2,0,0,-12.052399,-46.579243,76,17
1717909,19313.21,8058.5000,618667.3900,0.3555,0.0071,7872,0.012969231,2271.289375,0.186573333,0.466645833,1362.91625,26.04,54.71,3,0,0,-10.751919,-47.327894,77,17
1718006,5424.33,3491.9600,39656.5000,0.2300,0.0256,3071,0.016138462,2164.703125,0.201493333,0.454491932,1421.375,32,55.57,1,0,0,-11.511716,-47.04677,76,17
1718204,72480.53,107776.7600,211099.9800,0.1772,0.0990,52510,0.009707692,2462.101875,0.19896,0.446996924,1636.155,27.05,53.6,6,76.094,203220,-10.544352,-48.496692,77,17
1718303,5925.34,11532.5700,6101.9500,0.0720,0.1278,8528,0.017338462,1839.05125,0.116873333,0.339528472,1411.760625,27.26,48.3,2,0,0,-5.4724601,-47.783563,78,17
1718402,12058.09,23876.3000,41325.9300,0.1278,0.0781,3899,0.001430769,1943.49375,0.1204,0.37449911,1705.97,26.87,52.89,0,18.304,0,-8.4690091,-48.407054,78,17
1718451,7255.07,14487.0200,16592.1300,0.1555,0.1385,2669,0.022646154,2107.83375,0.17862,0.413857866,1946.056875,25.58,52.47,0,24.143,0,-10.422593,-48.883318,77,17
1718501,10564.94,1370.8700,210400.4600,0.5839,0.0091,4182,0.021084615,1915.761875,0.122566667,0.402705434,1548.3225,28.37,53.6,0,0,0,-8.6972665,-47.113068,78,17
1718550,15448.01,21847.0600,17944.9500,0.2272,0.2636,4561,0.0121,1841.9225,0.117266667,0.333875601,1716.416875,25.73,51.1,0,0,0,-6.4435109,-47.988446,78,17
1718659,505.1,366.1500,75405.7300,0.1381,0.0008,2021,0.033684615,4690.884375,0.166406667,0.446958238,1484.644375,27.77,56.19,0,0,0,-11.34071,-46.748246,76,17
1718709,11871.6,10416.9700,50416.6200,0.2320,0.0587,2833,0.018292308,2742.284375,0.201793333,0.425538384,1658.58125,25.65,52.83,2,23.245,0,-9.2361233,-48.451998,77,17
1718758,30144.31,8492.6900,594050.2500,0.3534,0.0078,6500,0.001607692,2115.43,0.17454,0.443421827,1534.010625,25.48,53.03,3,78.67,0,-9.6478071,-47.496249,77,17
1718808,6368.93,6056.5100,8599.4300,0.2238,0.1688,4498,0.025369231,1839.05125,0.116873333,0.335747301,1436.831875,28.4,48.34,1,0,0,-5.3339383,-47.917982,78,17
1718840,58835.98,85310.7500,204218.6000,0.1612,0.0743,3702,0.004792308,1901.836875,0.195993333,0.454554727,1542.029375,24.24,52.76,7,0,0,-12.402101,-49.876174,76,17
1718881,10145.53,2625.6200,118770.6500,0.2251,0.0064,3305,0.0235,2294.228125,0.186646667,0.392427807,1682.18875,25.89,51.14,4,4.937,0,-8.824439,-47.848297,77,17
1718899,35717.43,58505.9100,218542.9200,0.1236,0.0364,2377,0.014484615,1943.06375,0.1993,0.427492203,1756.77375,24.96,52.55,0,27.294,5110,-10.971006,-49.295645,76,17
1718907,19047.19,24706.4200,106846.8500,0.0863,0.0214,4814,0.011207692,2754.790625,0.217213333,0.452104339,1522.72,25.03,53.66,4,47.782,126320,-11.398407,-48.10843,76,17
1719004,5417.51,4617.7100,42102.6800,0.1930,0.0256,2794,0.018715385,2082.055625,0.172813333,0.460143094,1492.62625,27.06,52.24,1,0,0,-10.299363,-47.741807,77,17
1720002,5861.12,6819.1300,14649.1200,0.2250,0.1190,2847,0.006938462,1841.013125,0.117,0.337998397,1676.859375,28.42,51.27,0,4.63,0,-6.4721842,-47.750332,78,17
1720101,20136.97,11573.0600,76728.5300,0.3304,0.0693,5164,0.015430769,1844.7875,0.117586667,0.314668476,1674.484375,27.06,49.16,1,16.954,0,-5.968097,-47.919959,78,17
1720150,395.45,69.8200,190243.5900,0.4874,0.0003,1595,0.018130769,2054.588125,0.1719,0.474243257,1333.74125,24.96,56.21,2,0,0,-10.068905,-46.678425,77,17
1720200,7431.84,16123.5500,11523.2500,0.1024,0.1377,11754,0.020653846,1839.05125,0.116873333,0.358059004,1290.6675,26.93,49.15,0,0,0,-5.54259,-47.595364,78,17
1720259,15093.41,10213.4000,103636.2900,0.2745,0.0360,3136,0.008053846,1901.090625,0.19574,0.485893936,1381.649375,29.03,54.8,1,0,0,-12.577958,-48.365167,76,17
1720499,28943.31,34572.8500,159071.3200,0.1357,0.0330,6092,-0.003246154,1994.8425,0.200493333,0.459811556,1494.3225,25.51,53.41,5,0,0,-11.804202,-48.170553,76,17
1720655,13765.33,26197.0200,76340.2100,0.0982,0.0360,5372,0.0045,2522.4725,0.198773333,0.463046074,1658.0525,26.35,53.98,5,32.13,181854,-11.132116,-48.007509,77,17
1720804,7107.16,17479.0700,6814.3700,0.1044,0.2302,11225,0.003953846,1839.05125,0.116873333,0.353286947,1279.7,26.62,49.23,0,0,0,-5.6298958,-47.686444,78,17
1720853,10585.67,52436.3600,33656.0100,0.0656,0.0986,1921,0.012276923,2091.0225,0.20506,0.464205414,1489.720625,24.52,52.6,1,0,0,-12.113452,-48.834937,76,17
1720903,35262.87,41952.0900,152102.5300,0.1473,0.0455,16386,0.014007692,2169.11375,0.19016,0.474859628,1277.391875,32.49,56.04,3,69.1,0,-12.387065,-46.55579,76,17
1720937,24222.37,36710.8500,57910.2200,0.1245,0.0827,2112,0.0086,1904.211875,0.19576,0.465043009,1358.733125,27.4,56.08,0,0,0,-12.140049,-46.994629,76,17
1720978,29560,92828.7800,83098.4900,0.0980,0.1083,2809,0.015215385,1979.34875,0.198473333,0.479812029,1437.735625,25.29,53.45,1,22.896,7560,-12.682968,-49.048335,76,17
1721000,27449.12,19019.7800,146161.3200,0.3176,0.0571,279856,0.049161538,2538.810625,0.199753333,0.444220291,1742.50625,29.46,52.93,5,50.96,9910,-10.218484,-48.153757,77,17
1721109,13218.05,8309.4900,235350.9600,0.2391,0.0110,7387,0.014292308,2307.1325,0.188393333,0.438360582,1609.27375,28.81,52.11,1,0,0,-9.6030807,-48.140379,77,17
1721208,10022,8124.2300,87266.7200,0.2236,0.0261,26994,0.006623077,1839.5925,0.116993333,0.347023054,1447.264375,27.43,49.77,1,3.091,9944,-6.2571512,-47.537584,78,17
1721257,10594.28,4069.8900,43341.9400,0.2637,0.0325,1813,0.025092308,2816.145,0.208253333,0.408909118,1572.385625,25.36,51.98,2,24.44,64000,-8.9382995,-48.259403,77,17
1721307,8068.85,3189.5300,71983.8400,0.2821,0.0171,2518,0.035915385,1939.01125,0.12062,0.369224412,1571.5425,26.37,52.35,3,0,0,-8.3568052,-48.210896,78,17
1722081,21059.45,14346.4400,102525.5300,0.2995,0.0564,11622,0.009292308,1843.92,0.117346667,0.328693753,1819.576875,26.34,51.46,3,24.568,0,-6.929528,-47.93684,78,17
1722107,23855.96,75406.7900,21200.0100,0.0849,0.2481,12799,0.000323077,1842.2575,0.117193333,0.319530906,1724.086875,29.01,51.41,3,0,0,-6.8227016,-48.37642,78,17
2100105,348.98,111.9900,32945.9300,0.3354,0.0017,6421,0.016769231,641.838125,0.13904,0.467546344,1620.735625,28.27,50.22,0,0,0,-4.2147901,-43.29743,117,21
2100154,945.54,14.0200,42078.5600,0.7639,0.0011,12460,0.013546154,641.838125,0.13904,0.305891457,1510.770625,25.45,50.92,0,0,0,-2.9469734,-42.166358,117,21
2100303,7480.27,229.2500,186354.2800,0.5887,0.0018,26115,0.016538462,645.299375,0.1406,0.474438264,1480.61625,25.95,50.2,0,0,13060,-4.5027456,-43.383464,117,21
2100436,10108.86,6656.3000,22225.8000,0.1507,0.0505,26619,0.018753846,641.838125,0.13904,0.411751847,1526.531875,25.15,51.37,1,25.189,0,-4.2093325,-44.393545,117,21
2100501,10170.45,21909.7900,1025564.2500,0.0691,0.0016,10979,0.003376923,4671.983125,0.278566667,0.459006173,1232.7775,29.96,55.03,1,0.111,140728,-9.5084055,-46.213151,114,21
2100600,94946.27,103324.4100,494066.5900,0.1285,0.0299,40756,0.018,1886.00625,0.197813333,0.383105186,1308.665,29.9,50.87,2,0,0,-5.5536416,-46.668437,115,21
2100808,2013.75,723.6600,49732.7500,0.1326,0.0022,15499,0.021407692,683.0125,0.154946667,0.443816779,1366.836875,25.28,50.36,2,13.649,87388,-3.5438749,-43.107941,117,21
2100907,4348.29,290.6800,157791.8800,0.4963,0.0018,45680,0.013515385,641.909375,0.139066667,0.324663287,1411.7675,26.87,51.73,0,17.695,0,-2.9757896,-42.040433,117,21
2100956,79259.63,85529.1700,118238.2100,0.0926,0.0688,32083,0.000723077,1501.161875,0.122733333,0.342134842,1451.43875,33.05,51.16,1,0,0,-4.9595111,-45.604148,116,21
2101004,28094.43,18732.2200,65487.0200,0.1188,0.0371,29297,0.006323077,560.74625,0.161453333,0.366273463,1746.651875,28.06,47.55,0,0,0,-3.6782263,-44.630953,118,21
2101202,41257.2,89978.3800,47060.0300,0.0857,0.1519,103020,0.007023077,1502.70125,0.122766667,0.396129188,1592.18,24.3,51.56,2,36.988,0,-4.1916011,-44.616322,116,21
2101400,44080.36,92473.0400,1045649.1200,0.0539,0.0050,93511,0.027053846,4143.366875,0.26864,0.426018388,1404.088125,31.33,54.88,4,159.729,732988,-8.2376214,-46.34273,114,21
2101509,11107.68,4531.9600,204513.3300,0.5505,0.0264,18496,0.011746154,1634.196875,0.230393333,0.571538494,1077.350625,26.78,51.96,0,16.8,0,-6.5447437,-43.136506,114,21
