geocode,regrowth_2001_2016,agr_pers,veg_pers,nreg_agr,nreg_veg,population2016,pop_g,lpw2016,lpw_g,Std_temp,precip,clay,ph,embargos_def,roads_km,silos_ton,lat,long,FNP,UF
3501202,2586.77,31605.4000,2654.9700,0.0342,0.2966,4227,-0.008892308,11905.36188,0.12798,0.328023754,1232.331875,26.92,52.9,0,15.693,0,-20.306847,-49.903456,30,35
3501509,928.29,6226.0800,1576.4800,0.0801,0.2558,3182,0.008484615,8285.30375,0.139653333,0.407169089,1415.946875,28.84,53.38,0,0,0,-22.508077,-49.795427,28,35
3501608,1379.33,5279.9700,964.6500,0.0976,0.3720,231621,0.015969231,14843.205,0.112273333,0.588114218,1485.333125,36.55,57.05,0,10,0,-22.718794,-47.282514,24,35
3501707,860.96,9478.7700,1425.1500,0.0300,0.1708,38701,0.021692308,18670.94375,0.141586667,0.465964502,1414.2475,40.95,57.43,0,0,0,-21.722338,-48.032287,26,35
3501806,2143.47,21622.6600,2009.8200,0.0454,0.3387,5955,0.003961538,12055.95063,0.126106667,0.323825442,1262.536875,26.24,53.22,0,0,0,-20.289386,-49.768018,30,35
3502002,8048.97,16654.2800,9832.1000,0.1993,0.2966,4789,0.018930769,12616.7675,0.143033333,0.502633067,1333.993125,39.51,51.83,0,19.96,0,-22.121085,-47.677955,26,35
3502200,22063.64,52792.6600,31770.7100,0.2205,0.3197,24400,0.0151,7587.84875,0.181166667,0.43710363,1385.0825,39.43,50.14,0,0,97280,-23.398846,-48.487084,19,35
3502309,17678.2,38523.7100,14191.8100,0.2551,0.4817,6397,0.022223077,7373.369375,0.177486667,0.52703534,1201.234375,32.26,50.8,0,0,0,-22.79482,-48.174049,19,35
3502705,10957.34,12292.2300,77125.8500,0.3218,0.0703,27621,-0.002607692,7241.503125,0.158533333,0.394038915,1547.951875,39.13,50.27,0,0,0,-24.251558,-49.104631,19,35
3503000,1778.21,17440.6200,1532.7900,0.0254,0.2287,5519,0.011169231,19868.02313,0.109013333,0.318097862,1379.340625,44.95,57.99,0,13.822,0,-20.145046,-47.820644,31,35
3503109,6318.48,14004.8900,3723.7900,0.1210,0.3411,6394,0.004761538,8321.77625,0.188026667,0.421176428,1385.911875,51.6,52.73,0,0,11720,-23.177697,-49.064033,19,35
3503208,9746.71,66021.0900,19595.1000,0.0473,0.1432,228664,0.014676923,17952.83625,0.142773333,0.466640029,1382.881875,39.02,55.95,0,39.21,274010,-21.79165,-48.181322,26,35
3503307,7027.53,50114.3800,5126.0400,0.0370,0.2733,130102,0.014984615,19096.83938,0.12918,0.581050414,1441.14625,38.07,54.68,1,0,110780,-22.309506,-47.243018,27,35
3503406,5927.2,39325.2900,5908.1100,0.0673,0.3244,8402,0.009446154,9203.204375,0.14078,0.520531779,1197.893125,27.96,51.32,0,0,0,-22.100919,-49.016596,23,35
3503604,306.62,7877.4400,302.0100,0.0177,0.3196,11157,0.005469231,13635.6175,0.119493333,0.505852004,1276.965,39.07,53.4,0,0,0,-22.686168,-48.666505,23,35
3503802,5171.29,12199.3000,1361.7400,0.1203,0.5506,51126,0.029630769,13969.80125,0.09192,0.619373003,1432.614375,36.2,52.94,0,0,6320,-22.561198,-47.132153,20,35
3504008,3785.21,33452.3900,8007.0100,0.0427,0.1570,102268,0.011615385,13232.67188,0.16404,0.403780056,1493.68375,40.4,51.3,0,14.709,29544,-22.600712,-50.420687,22,35
3504305,11731.13,33116.6600,11285.0100,0.2076,0.4346,5306,0.008438462,8516.07125,0.13394,0.446152067,1274.01,27.71,51.96,0,0,740,-22.173826,-49.307741,23,35
3504503,26028.24,65066.8200,27939.9900,0.1793,0.3372,88938,0.012338462,8212.595625,0.187066667,0.431323061,1321.239375,46.3,51.53,0,24.642,0,-23.07519,-48.894015,19,35
3504800,1775.74,11651.4700,1586.0500,0.0882,0.4153,8841,0.012192308,12504.38563,0.12858,0.345251116,1352.83875,27.55,52.56,0,0,0,-20.686054,-49.540409,30,35
3505203,3744.91,36940.7400,2607.8000,0.0262,0.2758,34328,0.013492308,12324.56625,0.130566667,0.544028186,1237.18375,29.78,53.33,0,0,0,-22.021873,-48.656554,23,35
3505302,216.31,12413.0600,333.7900,0.0069,0.2042,38921,0.004938462,13626.41375,0.118553333,0.521593312,1282.46375,43.75,57.35,0,0,0,-22.512713,-48.488633,23,35
3505500,19576.29,125934.5200,17454.2300,0.0274,0.1689,119948,0.009807692,17467.155,0.12044,0.349876169,1278.62625,32.59,54.38,1,35.183,166743,-20.495003,-48.606944,31,35
3505609,933.09,11914.7400,1484.7000,0.0199,0.1402,31579,0.0182,20179.3125,0.108626667,0.430835912,1357.62375,39.85,58.62,0,0,49000,-21.232548,-48.095055,31,35
3505906,11627.1,63777.6100,12223.6100,0.0617,0.2554,61040,0.012523077,19398.66875,0.109046667,0.339958331,1454.855,47.2,54.9,0,17.231,23731,-20.867799,-47.574774,31,35
3506003,14965.83,35909.9300,11204.7000,0.2174,0.4709,369368,0.012184615,8362.74,0.13172,0.481517999,1235.003125,30.47,53,0,16.078,90860,-22.251517,-49.120632,23,35
3506102,11181.59,53269.3200,6114.6200,0.0302,0.2136,80027,0.004715385,18758.33875,0.110566667,0.364526519,1346.050625,33.42,53.35,0,48.512,0,-20.910154,-48.485204,31,35
3506706,14685.46,40181.3500,18360.6600,0.0586,0.1200,14638,0.011492308,17073.01375,0.144306667,0.503709159,1307.8575,33.36,54.28,0,0,17020,-21.935012,-48.463592,26,35
3506805,3682.37,26417.1800,7117.3400,0.0388,0.1303,11926,0.017369231,625.359375,0.048946667,0.555109223,1221.679375,34.66,55.26,0,0,5400,-22.100206,-48.52327,111,35
3506904,14317.87,30694.6800,22463.8500,0.2492,0.3121,11059,0.025446154,7062.93875,0.172573333,0.468230712,1492.866875,37.09,49.95,0,0,17270,-23.161035,-48.309622,19,35
3507159,2841.08,1643.0000,9612.0100,0.5114,0.1517,3968,0.015569231,7399.12,0.16702,0.395494943,1544.628125,45.39,50.03,0,0,0,-24.312045,-49.192428,19,35
3507407,8377.71,42860.0300,3328.6900,0.0413,0.3569,15681,0.011315385,1498.48,0.10436,0.451263042,1229.91,31.01,53.83,0,0,0,-21.607815,-49.046148,99,35
3507456,6033.31,10039.8900,20801.0500,0.2522,0.1400,2548,0.019684615,10080.1025,0.13456,0.44850864,1308.72375,38.59,52.47,0,0,0,-22.680667,-48.99232,23,35
3507506,31154.37,73310.6600,42226.5700,0.2111,0.3172,141032,0.017476923,8097.750625,0.1843,0.492786296,1368.818125,41.88,51.65,0,0,0,-22.859046,-48.47049,19,35
3507803,2664.37,22343.5700,2872.1900,0.0423,0.2558,23780,0.0208,18147.79063,0.109213333,0.363244064,1396.800625,45.66,56.29,0,0,18550,-21.049535,-47.627772,31,35
3507902,23186.51,59777.9400,32432.7600,0.1514,0.2475,23641,0.016723077,14159.89313,0.14456,0.491758748,1366.268125,36.99,53.44,0,43.097,19650,-22.273291,-48.081225,26,35
3508009,21726.64,55101.5700,46517.0300,0.2124,0.2421,20071,0.009815385,8697.0025,0.195353333,0.434649284,1388.465,39.71,50.94,0,0,8470,-23.737726,-48.616703,19,35
3508207,3873.82,20138.1900,4338.9100,0.0585,0.2237,4377,0.0097,17156.14938,0.11136,0.326922519,1331.89,43.77,55.1,0,6.274,0,-20.209318,-47.692934,31,35
3508306,7244.26,11578.7900,6592.8800,0.3180,0.4503,5243,0.001215385,8530.451875,0.1345,0.408164591,1376.228125,31.55,52.16,0,6.746,124670,-22.497997,-49.376946,23,35
3509403,7520.02,45086.7200,14362.7600,0.0737,0.1998,25445,0.013376923,15239.8075,0.120733333,0.367926057,1403.9475,42.26,53.63,0,0,0,-21.233453,-47.327834,31,35
3509452,3244.18,11652.0200,4293.8200,0.1487,0.3215,6171,0.012461538,8250.22625,0.191673333,0.455453986,1301.7175,39.1,53.31,0,0,4990,-23.593972,-48.44752,19,35
3509502,4370.46,46041.0800,5861.0300,0.0464,0.2763,1173370,0.012953846,12287.80188,0.104613333,0.603876022,1429.2775,41.37,54.53,0,0,4285,-22.765747,-47.080167,20,35
3509809,3412.25,40455.8500,5915.7600,0.0342,0.1948,5014,0.010307692,12969.20313,0.165353333,0.406577176,1458.559375,36.08,52.66,0,8.212,648,-22.606692,-50.010175,22,35
3510005,1461.7,55248.0400,1245.6200,0.0091,0.2889,32111,0.006646154,15994.61688,0.14388,0.406620216,1515.474375,56.03,54.22,1,0,4760,-22.699831,-50.338957,22,35
3510104,643.35,6321.8400,293.5500,0.0179,0.2814,2824,0.006384615,16395.29375,0.106626667,0.409604993,1422.491875,29.68,53.43,0,0,0,-21.370319,-48.657868,31,35
3510203,16330.67,54319.6400,96287.2000,0.1609,0.0976,47510,0.001823077,8570.461875,0.184693333,0.444175266,1291.173125,39.19,49.91,0,0,21840,-23.921396,-48.435983,19,35
3510708,2502.26,50590.7900,3576.4100,0.0178,0.2036,12305,0.002807692,11921.39438,0.12882,0.318076904,1177.279375,27.88,53.43,6,0,0,-20.1608,-49.858979,30,35
3510807,18068.75,52235.3600,19580.7400,0.1041,0.2367,30012,0.007715385,16510.17688,0.134326667,0.497351318,1262.811875,37.81,53.42,0,32.913,25812,-21.806343,-47.079679,27,35
3510906,4035.56,12028.4600,4523.3400,0.1404,0.3027,2983,-0.002892308,12295.45063,0.11962,0.363957415,1518.746875,43.56,50.25,0,0,11690,-21.228064,-47.120386,31,35
3511300,1088.86,17795.7100,966.7600,0.0234,0.3064,8870,0.018153846,560.74625,0.161453333,0.395438575,1360.39,28.85,54.61,0,0,0,-20.838849,-49.156884,118,35
3511409,8512.77,34175.9800,8645.8600,0.0827,0.2627,19304,0.015915385,8591.804375,0.193406667,0.423248843,1380.25875,45.41,52.68,0,8.315,3720,-23.059342,-49.14382,19,35
3511706,1664.98,14742.3400,1273.2300,0.0594,0.4224,16608,0.016653846,14962.80563,0.107473333,0.50337486,1558.60625,35.08,52.77,0,0,0,-22.53042,-47.764381,24,35
3512001,4753.98,34788.2800,3181.5300,0.0335,0.2751,18311,0.006676923,18554.85,0.114,0.370292114,1302.754375,32.51,52.79,1,15.938,0,-20.739624,-48.568232,31,35
3512100,15551.76,53450.3000,9797.4300,0.0788,0.3183,6451,0.005392308,18211.895,0.119586667,0.313841122,1330.184375,34.19,54.87,0,18.409,12570,-20.266874,-48.721744,31,35
3512209,7416.9,10125.4900,2943.2300,0.1728,0.4182,27345,0.013223077,13198.33875,0.130346667,0.606234278,1428.59875,37.34,54.53,0,0,12630,-22.36861,-47.140657,27,35
3512308,3236.25,39896.8600,3822.6400,0.0441,0.3252,17523,0.012753846,7177.859375,0.175306667,0.542662802,1149.9,32.1,52.21,0,0,0,-22.897191,-48.070969,19,35
3512407,856.63,11364.1300,697.3600,0.0249,0.2937,23517,0.019792308,19246.20688,0.128766667,0.54345768,1523.685625,45.51,55.57,0,0,0,-22.482854,-47.345384,27,35
3512605,4715.06,21644.5600,4895.9900,0.1169,0.3691,5564,-0.006338462,8675.225625,0.19612,0.425413035,1279.02875,45.91,52.14,0,0,5740,-23.688532,-49.221241,19,35
3512704,4259.19,18527.3000,5431.5900,0.1234,0.3245,4266,0.007430769,11967.15875,0.141933333,0.490951457,1445.895625,37.99,51.85,0,12.67,0,-22.242463,-47.635538,27,35
3512803,2692.92,10896.6300,1753.2900,0.0623,0.2923,67960,0.026115385,16922.12688,0.07374,0.616472492,1437.35375,36.2,54.53,0,0,0,-22.651639,-47.186364,20,35
3512902,5700.79,35374.6400,4179.1100,0.0828,0.4330,7404,-0.000369231,12077.64688,0.128866667,0.329756855,1299.719375,26.79,53.43,0,0,0,-20.442529,-49.774622,30,35
3513108,1877.26,26180.4800,2096.9700,0.0262,0.2516,34384,0.0143,19738.12813,0.108933333,0.457367467,1281.3425,45.99,59.46,0,13.386,3880,-21.339654,-47.744577,31,35
3513207,12832.68,23272.4100,7700.8900,0.1617,0.3682,8343,0.015669231,12842.175,0.11834,0.331123718,1350.6575,42.7,52.56,0,0,21380,-20.371323,-47.400909,31,35
3513702,9767.78,50948.4700,14328.0500,0.0653,0.1991,33165,0.009715385,16106.23063,0.147433333,0.52587031,1293.190625,39.57,54.36,0,25.941,0,-21.881545,-47.655656,27,35
3514007,813.05,13653.4700,490.5800,0.0285,0.4491,8669,0.012507692,19935.1675,0.108006667,0.45138306,1385.350625,35.08,53.09,0,6.786,0,-21.516123,-48.357324,31,35
3514106,6509.89,48061.7100,7434.2700,0.0598,0.2915,26706,0.013392308,11704.35938,0.1276,0.538129089,1286.84625,36.89,53.2,0,10.758,81080,-22.402421,-48.330247,23,35
3514304,3472.54,12887.5000,4818.9700,0.1218,0.2705,9244,0.004753846,14820.12563,0.141646667,0.541731406,1236.564375,35.35,54.75,0,0,11350,-22.117294,-48.333525,26,35
3514502,6275.48,18376.1400,2891.1200,0.2012,0.6155,12902,0.002330769,8327.56,0.133226667,0.412146819,1352.631875,30.41,51.86,0,0,0,-22.44017,-49.473573,23,35
3514601,591.42,10016.5000,450.0400,0.0255,0.3676,9325,0.0246,20296.39125,0.108946667,0.470317269,1252.30625,46.23,59.32,0,0,2410,-21.247091,-47.979809,31,35
3514700,3550.34,42586.0700,6401.6800,0.0440,0.2346,7203,-0.0016,10518.5625,0.142926667,0.399194501,1402.876875,28.78,51.95,0,0,306180,-22.485612,-50.215702,29,35
3515152,2774.88,7139.5500,1405.1200,0.0927,0.3418,19059,0.038869231,14270.38438,0.138033333,0.608344406,1430.106875,38.6,55.76,0,0,0,-22.489313,-47.17335,27,35
3515186,5955.89,25971.0700,7846.2800,0.1058,0.2814,44036,0.006861538,11452.35563,0.13726,0.549713562,1286.175625,41.77,51.95,0,0,6314,-22.184094,-46.828647,27,35
3515194,4653.98,15271.3200,1561.2700,0.1217,0.5755,4668,0.016576923,10625.655,0.165286667,0.40629833,1398.608125,33.08,54.27,0,13.711,0,-22.670894,-49.432948,22,35
3515509,1660.57,49533.9700,2458.7600,0.0128,0.2074,68399,0.007846154,11852.41125,0.125626667,0.343612548,1270.68125,26.15,56.16,1,0,7246,-20.457552,-50.314548,30,35
3515608,1478.3,14585.6700,864.6700,0.0177,0.2326,5771,0.004907692,17086.7175,0.113266667,0.411061634,1422.385625,31.07,53.62,0,4.379,0,-21.378195,-48.717067,31,35
3515657,2044.89,7170.2800,1393.1200,0.1454,0.4669,1680,0.006192308,8328.98625,0.132273333,0.404849252,1360.56125,30.68,52.23,0,0,12260,-22.366701,-49.503504,23,35
3515905,526.6,18891.9000,1110.9300,0.0085,0.1268,3183,-0.005046154,11854.07813,0.13014,0.336350512,1389.60625,26.34,54.63,0,0,0,-20.520056,-50.128196,30,35
3516200,16220.75,31224.2000,12486.9700,0.1816,0.3569,344704,0.0137,13668.83,0.1134,0.342261474,1444.23875,44.34,52.86,2,0,71973,-20.555224,-47.381112,31,35
3516853,4043.11,16456.0300,2563.4000,0.0502,0.2535,4714,0.007330769,16855.53875,0.13846,0.48733245,1335.8925,34.57,54.41,0,10.278,0,-21.791604,-48.44793,26,35
3516903,1289.2,45349.2300,2986.4100,0.0100,0.1325,11154,0.002776923,11881.66813,0.126746667,0.345412193,1328.811875,25.88,52.28,0,1.451,0,-20.603316,-50.314168,30,35
3517406,10361.31,103939.3800,11981.8800,0.0355,0.2419,40053,0.010361538,20107.91563,0.108706667,0.318410113,1292.83375,37.47,58.54,0,0,271320,-20.314037,-48.364137,31,35
3517505,2801.36,27538.2900,2765.1600,0.0312,0.2428,20340,0.023876923,13513.7375,0.112633333,0.368996387,1300.15375,31.32,54.63,0,5.995,0,-20.715424,-49.148419,30,35
3517703,2931.01,31555.6300,2379.2400,0.0259,0.2608,20997,0.008623077,20152.5325,0.10856,0.339071649,1280.30125,48.06,58.19,0,13.912,0,-20.482583,-47.775247,31,35
3517901,1859.58,50184.8700,3834.3400,0.0100,0.1164,10872,0.0137,13614.81063,0.114013333,0.306103877,1298.323125,31.7,54.7,0,0,102060,-20.31755,-48.989106,30,35
3518503,8693.35,34593.6100,15083.4700,0.1526,0.2923,17213,0.031261538,7243.504375,0.174606667,0.438352978,1466.899375,36.77,49.97,0,0,0,-23.345052,-48.326697,19,35
3518602,1358.05,23939.3600,1032.4200,0.0241,0.3644,38861,0.013576923,20231.23875,0.10878,0.443263936,1402.2225,40.79,56.1,0,5.776,42190,-21.395944,-48.226558,31,35
3518859,3215.47,29551.9400,9285.1800,0.0333,0.0989,7496,0.010746154,19830.24375,0.10846,0.489400569,1304.27375,39.94,57.67,1,0,226890,-21.453292,-47.979908,31,35
3519055,1337.66,4486.3900,541.5400,0.1118,0.5106,13698,0.037261538,13119.58688,0.101086667,0.619263003,1432.7075,35.07,52.98,0,0,3960,-22.630296,-47.065031,20,35
3519105,5342.3,44197.9300,4337.4100,0.0512,0.3550,11206,0.017861538,10239.88375,0.146126667,0.497245328,1221.4625,28.34,52.29,0,0.107,0,-21.959672,-49.061065,23,35
3519253,8696.28,20854.0700,13828.3500,0.1557,0.2176,8230,0.057161538,9217.745625,0.138833333,0.427143614,1342.234375,38.57,53.88,0,11.249,0,-22.81914,-49.106836,23,35
3519303,3091.14,20238.8900,5224.6500,0.0642,0.2099,33884,0.0185,16899.9825,0.145353333,0.501010645,1334.978125,38.62,54.98,0,11.092,0,-21.950905,-48.027285,26,35
3519501,894.24,20902.0000,924.9400,0.0080,0.1547,7459,0.016292308,15374.935,0.145406667,0.405823751,1478.401875,51.7,53.78,0,0,22854,-22.705487,-50.088273,22,35
3519600,17266.26,48019.2400,7097.3200,0.0747,0.3533,58188,0.015392308,11298.20438,0.13958,0.498600959,1255.636875,33.13,54.04,0,32.098,0,-21.784141,-48.830216,23,35
3519808,4164.05,26461.3900,4428.0200,0.0596,0.2746,8055,0.011669231,13102.3325,0.113473333,0.321521772,1267.303125,29.16,54.99,0,12.824,27010,-20.367221,-49.196943,30,35
3519907,2686.2,45597.2700,4954.9700,0.0235,0.1812,8070,0.005638462,8179.40875,0.16334,0.376584984,1425.159375,29.82,52.32,0,0,71991,-22.529566,-51.076681,25,35
3520004,103.16,8856.0100,102.7500,0.0040,0.2594,24525,0.0066,13697.35438,0.119073333,0.507339466,1277.179375,41.78,56.4,0,0,0,-22.547028,-48.522698,23,35
3520103,7256.13,34038.5500,6187.0900,0.0839,0.3352,29902,0.0107,18880.48563,0.114486667,0.325637196,1373.478125,46.01,57.32,0,8.983,22091,-20.063688,-47.682445,31,35
3520608,723.72,11306.5100,983.8400,0.0379,0.3114,5161,0.002076923,7253.510625,0.1494,0.395170849,1289.025,24.71,51.12,0,0,0,-22.184315,-51.239363,25,35
3521101,1489.41,14415.8200,2927.0100,0.0474,0.1969,7047,0.031838462,14471.52688,0.117046667,0.46348274,1620.69875,38.24,52.61,0,0,0,-22.413078,-47.724629,24,35
3521150,1587.79,11166.9500,1399.0800,0.0435,0.2662,5101,0.024476923,12064.34063,0.12738,0.363794241,1353.744375,27.05,53.38,0,0,0,-20.647987,-49.40353,30,35
3521309,2062.69,41762.2300,3367.8400,0.0130,0.1402,15883,0.018746154,19908.35563,0.108266667,0.32950215,1249.083125,42.05,58.53,0,0,48922,-20.417483,-48.06649,31,35
3521408,337.44,10042.5200,405.8200,0.0161,0.2879,22914,0.024830769,19145.08375,0.128566667,0.569666569,1519.614375,36.32,55.16,0,0,34420,-22.649763,-47.490935,27,35
3521705,16836.98,73114.6000,25655.2600,0.1099,0.2603,19659,-0.000453846,9666.895625,0.197806667,0.424654762,1287.120625,41.26,51.94,0,0,137670,-23.87302,-49.13553,19,35
3521804,15111.43,66933.3800,19666.7000,0.0758,0.2183,26287,0.014915385,9670.96875,0.182826667,0.42310312,1328.885625,43.05,52.78,0,0,76480,-23.46932,-49.053631,19,35
3521903,4449.29,43207.7500,3308.1600,0.0255,0.2551,15212,0.005738462,13722.48313,0.111593333,0.4091205,1364.421875,29.24,52.28,0,0,0,-21.380729,-48.993785,30,35
3522000,3639.03,17737.0100,2132.7300,0.0364,0.2389,3655,0.019476923,11100.30063,0.143353333,0.514648343,1253.040625,30.89,53.49,0,0,0,-21.932209,-48.758152,23,35
3522307,28641.27,106601.7500,48469.0700,0.1320,0.2506,158561,0.016315385,7743.066875,0.17868,0.468095432,1393.6375,40.09,51.56,0,37.41,40830,-23.583654,-48.112211,19,35
3522406,26593.18,90252.5300,69218.9500,0.1629,0.2024,93145,0.009023077,7389.403125,0.148846667,0.419569224,1372.224375,41.16,51.27,0,0,61194,-23.889446,-48.933988,42,35
3522604,5569.17,38676.1200,6895.4700,0.0741,0.3099,73410,0.010215385,12810.79563,0.102793333,0.558002389,1443.240625,39.59,54.62,0,0,0,-22.416113,-46.815471,20,35
3522703,20225.12,67089.6000,9084.4300,0.0512,0.2849,42547,0.0093,16305.98625,0.119113333,0.454824142,1327.5025,30.94,53.36,0,0,59430,-21.548104,-48.815474,31,35
3522802,3673.3,41267.8900,5408.6800,0.0476,0.2762,15140,0.003846154,776.11375,0.078806667,0.417085123,1263.99625,37.59,48.85,0,0,38025,-23.703357,-49.316927,97,35
3523206,17343.16,47788.4200,40498.4400,0.1644,0.1885,51412,0.007015385,8802.666875,0.190646667,0.435660418,1245.514375,41.43,49.83,0,0,70200,-24.080515,-49.303548,19,35
3523503,23233.44,29569.6500,46618.5900,0.3577,0.2611,19951,0.016384615,7690.425625,0.184193333,0.433474336,1448.863125,43.06,49.85,0,27.266,187330,-23.156269,-48.649717,19,35
3523602,14066.41,24602.8300,19792.8200,0.2427,0.2849,17377,0.020353846,12647.36813,0.13808,0.456428162,1579.50875,39.04,52.29,0,35.471,0,-22.294603,-47.834065,26,35
3523701,4329.23,8770.1600,4379.9000,0.1841,0.3112,6363,0.009876923,12034.55563,0.11258,0.377392369,1505.55375,45.9,51.8,0,0,0,-20.657563,-47.169403,31,35
3523800,518.06,12336.3800,953.8600,0.0176,0.1884,7971,0.005184615,11953.72125,0.135653333,0.490900109,1184.175,42.87,52.92,0,6.602,520,-21.752781,-46.93933,27,35
3524105,6849.51,60424.1000,5965.8600,0.0318,0.2496,41206,0.009307692,19791.16,0.108386667,0.334222979,1249.418125,46.01,58.18,0,14.585,2812,-20.329529,-47.809598,31,35
3524204,2000.22,22955.3900,2306.2800,0.0258,0.2089,6900,0.005061538,8381.88625,0.162086667,0.366591848,1308.62625,41.3,56.33,2,0,0,-20.649993,-48.415959,82,35
3524303,3640.92,62992.6500,2859.0100,0.0242,0.3531,76196,0.009476923,20020.99188,0.108466667,0.413456467,1354.089375,40.28,55.51,0,21.678,226490,-21.218336,-48.287936,31,35
3524709,979.48,10736.0100,889.5700,0.0332,0.2931,53069,0.034846154,13091.79375,0.095626667,0.615983969,1434.949375,37.29,53.64,0,0,0,-22.684708,-47.04707,20,35
3525102,4394.57,41033.7200,5192.3000,0.0313,0.2035,42358,0.020915385,19927.16375,0.108493333,0.402060837,1291.01375,45.9,58.01,1,18.095,12388,-20.992054,-47.826031,31,35
3525300,1803.45,61213.9300,2327.2100,0.0110,0.2269,144828,0.017192308,13383.84938,0.11886,0.543442346,1245.26375,40.02,56.12,0,7.699,241760,-22.215916,-48.45228,23,35
3525409,5287.3,9370.0900,2341.5500,0.1623,0.4368,3303,7.69E-05,16784.76813,0.10772,0.334419273,1256.50375,43.94,53.27,0,0,210778,-20.340137,-47.574193,31,35
3525607,1469.3,37366.2100,3051.2900,0.0219,0.2154,4442,0.012138462,7740.784375,0.159093333,0.390951297,1451.945,27.9,53.29,0,0,0,-22.388642,-50.848917,25,35
3526704,3075.48,32660.3800,2870.1100,0.0249,0.2253,100296,0.014753846,18693.24688,0.132446667,0.591410391,1292.78625,36.5,53.91,0,0,12640,-22.167745,-47.304171,27,35
3526803,9308.41,49764.1600,23744.6000,0.0819,0.1575,66664,0.014069231,12825.56188,0.12478,0.465959583,1307.75375,41.56,53.96,0,0,0,-22.679287,-48.831023,23,35
3526902,11946.04,36574.9900,5943.1400,0.0974,0.3990,298701,0.013323077,15211.68063,0.108066667,0.571553439,1514.396875,36.52,54.4,0,27.411,11410,-22.598196,-47.350084,24,35
3527504,4526.35,13971.5300,2406.1400,0.1347,0.4748,2443,0.005130769,8504.483125,0.134393333,0.402727679,1393.8775,29.2,52.58,0,0,60450,-22.483967,-49.532396,23,35
3527603,4689.09,33678.7000,22042.3600,0.0379,0.0568,13703,0.039061538,18842.72,0.14362,0.489092697,1275.336875,39.65,55.88,0,0,18530,-21.552665,-47.781886,26,35
3527801,1159.78,12470.7600,2333.4300,0.0345,0.1603,4561,0.005607692,10194.24125,0.142593333,0.407884277,1425.97375,28.29,53.28,0,0,0,-22.509653,-49.848916,29,35
3527900,2124.98,41579.9400,4361.5700,0.0260,0.2029,3087,-0.000430769,7735.3125,0.158073333,0.394765753,1373.469375,28.38,52.42,0,0,100580,-22.402827,-50.377799,25,35
3528007,1123.6,19944.0300,627.0700,0.0299,0.4946,17440,0.007776923,13593.6125,0.118593333,0.481532277,1295.6975,44.08,54.77,0,0,0,-22.516792,-48.773631,23,35
3528304,1706.92,25963.4300,4095.6400,0.0295,0.1616,3390,-0.004161538,11989.59375,0.129293333,0.33830706,1355.27875,26.72,52.73,0,6.17,0,-20.560031,-50.240476,30,35
3528601,2592.88,17016.1300,3651.6100,0.0831,0.2970,9653,0.011123077,12136.57063,0.175386667,0.424161428,1394.566875,45.12,52.23,0,0,9940,-23.062279,-49.250989,22,35
3528809,2060.28,46674.0900,1940.9900,0.0129,0.2385,13948,0.005561538,8990.05875,0.164253333,0.402490166,1438.721875,44.66,53.31,0,11.688,5130,-22.59412,-50.630005,25,35
3529005,5660.03,98357.2600,10272.0200,0.0274,0.2123,233639,0.012992308,10177.27688,0.143353333,0.39516874,1333.3375,25.36,51.77,1,0,20230,-22.457236,-50.056897,29,35
3529203,6578.19,110334.0100,10192.6800,0.0309,0.2568,25966,0.010969231,7592.2525,0.15734,0.380961503,1376.225625,25.96,52.06,0,12.063,102231,-22.281316,-51.140249,25,35
3529302,8769.28,35173.7300,7159.1800,0.0639,0.2512,81878,0.009761538,17414.97438,0.112566667,0.460716381,1370.049375,32.7,53.34,0,41.439,6490,-21.610546,-48.429382,31,35
3529609,1288.19,19461.6700,2287.0400,0.0303,0.2101,4203,0.000507692,11761.7075,0.128946667,0.326710244,1304.626875,26.3,53.25,0,0,3990,-20.417521,-50.183032,30,35
3529708,4697.03,63280.9500,4988.7800,0.0229,0.2295,21852,0.009723077,20030.01875,0.10854,0.311790528,1359.175,39.9,58.4,1,0,136080,-20.184703,-48.105485,31,35
3529807,1612.05,16867.8800,1636.5300,0.0462,0.3332,12846,0.009746154,12063.16688,0.12126,0.536368965,1290.594375,38.86,53.6,0,0,28350,-22.481353,-48.42372,23,35
3530300,1313.65,20398.5800,1423.1800,0.0259,0.2759,58314,0.013892308,12162.55,0.127246667,0.365741256,1378.93625,26.13,53.3,0,0,0,-20.736388,-49.470927,30,35
3530409,2693.61,13142.9100,1642.7000,0.0949,0.4561,4714,0.016084615,12093.77563,0.1288,0.35674454,1353.39125,26.34,53.27,0,0,0,-20.595005,-49.487006,30,35
3530508,12739.05,62340.7000,12269.1000,0.0812,0.3099,70896,0.005646154,13822.57,0.11952,0.399611791,1434.204375,37.62,53.67,0,0,34070,-21.457984,-47.059798,31,35
3530706,22399.75,38619.6300,24623.4900,0.1711,0.2446,148327,0.013407692,14425.87625,0.087086667,0.584513687,1335.878125,37.22,53.3,0,0,0,-22.232094,-47.028967,20,35
3530805,12475.54,35056.5400,4593.6100,0.0977,0.4525,93820,0.010946154,13433.98188,0.094366667,0.580591293,1442.460625,37.4,53.38,0,0,35150,-22.448453,-46.991038,20,35
3531308,5322.51,27546.5900,2853.9400,0.0659,0.4051,49721,0.009207692,14995.755,0.109446667,0.40611113,1384.391875,32.36,53.35,0,0,0,-21.272891,-48.503526,31,35
