geocode,lat,long,drop_4balance
2904753,-10.584385,-43.673865,0
2906105,-13.096592,-44.20356,0
2907103,-14.020929,-43.848505,0
2907400,-12.273133,-44.701646,0
2908101,-14.496925,-45.219943,0
2909109,-13.814776,-44.37623,0
2909307,-13.467029,-45.394992,0
2909406,-11.711115,-44.327996,0
2909703,-12.193995,-44.258845,0
2910776,-14.13174,-44.232219,0
2911105,-11.016713,-45.755647,0
2913200,-11.991092,-43.284914,0
2917334,-14.466472,-43.543207,0
2917359,-14.033045,-45.442113,0
2919405,-14.588468,-42.582424,0
2919553,-12.193658,-45.989709,0
2920205,-14.216447,-43.645643,0
2920452,-11.128067,-44.108375,0
2921609,-11.523766,-43.27095,0
2922250,-12.211864,-43.498618,0
2923407,-14.180615,-43.369845,0
2923704,-12.553034,-43.199817,0
2924405,-10.095625,-43.497612,0
2924504,-14.54053,-42.626925,0
2926202,-11.623038,-45.217792,0
2926400,-13.896193,-43.40416,1
2928109,-13.21835,-44.379979,0
2928208,-13.065657,-43.942383,0
2928406,-11.007987,-44.555833,0
2928901,-12.804393,-45.490189,0
2929057,-13.551946,-44.029673,0
2930006,-14.578822,-43.233531,0
2930154,-13.484295,-43.676195,0
2930303,-12.806269,-43.797591,0
2930758,-12.855222,-43.474997,0
2930907,-12.479855,-44.155648,0
2932606,-14.746559,-42.662304,0
2933455,-11.808922,-43.906735,0
2933604,-11.010168,-43.000922,0
3100104,-18.353781,-47.457104,0
3100203,-19.102749,-45.358675,0
3100708,-20.005459,-48.084198,0
3100807,-20.964482,-45.475981,0
3101904,-20.805813,-46.374629,0
3102852,-17.681773,-42.306195,0
3103207,-19.234842,-44.218444,0
3103504,-18.564245,-48.149323,0
3103801,-19.041452,-46.11529,0
3103900,-19.886413,-45.180967,0
3104007,-19.636397,-46.972146,0
3104106,-21.358328,-46.967831,0
3104205,-20.250864,-45.586456,0
3104502,-15.750686,-45.988575,0
3104809,-18.10884,-44.198057,0
3105004,-19.262936,-43.863416,0
3105103,-20.110955,-45.998876,0
3105400,-19.799108,-43.465644,0
3106200,-19.825517,-43.952526,0
3106507,-16.862376,-42.494289,0
3106705,-19.870049,-44.207028,0
3107000,-18.757144,-45.539513,0
3107109,-21.023176,-45.627177,0
3107307,-17.287239,-43.687383,0
3107406,-19.684519,-45.286115,0
3107703,-19.717577,-43.468777,0
3108206,-16.486352,-46.190389,0
3108255,-14.994423,-44.897572,0
3108503,-16.937849,-43.005639,0
3108552,-16.956983,-45.902478,0
3108602,-16.242706,-44.439121,0
3109204,-17.88052,-44.04138,0
3109303,-15.453172,-46.604368,0
3109402,-17.286053,-45.19181,0
3109451,-16.076374,-47.123718,0
3109600,-19.516979,-44.472008,0
3109808,-18.629574,-49.510206,0
3109907,-19.342511,-44.403441,0
3110004,-19.791765,-43.61554,0
3111101,-19.468414,-49.826318,0
3111150,-16.508751,-44.763321,0
3111309,-21.089475,-45.740344,0
3111408,-19.713413,-48.647837,0
3111507,-19.604858,-46.197051,0
3111606,-21.17767,-45.677424,0
3111804,-18.785641,-49.201576,0
3112000,-20.722259,-45.374324,0
3112307,-17.629667,-42.463412,0
3112406,-20.652966,-47.040774,0
3112505,-19.570064,-44.167699,0
3112604,-18.707744,-49.583362,0
3112703,-16.136242,-43.66466,0
3112802,-20.612657,-46.144192,0
3113503,-17.49413,-43.057712,0
3114006,-20.493868,-44.964468,0
3114204,-20.190423,-44.712989,0
3114303,-18.907661,-46.185185,0
3114402,-20.909105,-46.061036,0
3114550,-19.679224,-50.733872,0
3115003,-18.588991,-47.88003,0
3115102,-20.507396,-46.937634,0
3115474,-15.35969,-42.966003,0
3115607,-19.120895,-45.698626,0
3115805,-18.68548,-49.105766,0
3116100,-17.093517,-42.501989,0
3116159,-15.46938,-45.458571,0
3116407,-20.369379,-47.239497,0
3116506,-17.068713,-44.228127,0
3116605,-20.347814,-44.803084,0
3116902,-19.672183,-49.070931,0
3117306,-19.959758,-48.361478,0
3117504,-18.912795,-43.649225,0
3117603,-19.787539,-44.872857,0
3117836,-14.978352,-44.601575,0
3117876,-19.642127,-43.97496,0
3118106,-18.894363,-43.711887,0
3118205,-19.883578,-47.62389,0
3118601,-19.848179,-44.097632,0
3118700,-21.12173,-45.393001,0
3118809,-16.613171,-44.37875,0
3118908,-19.092099,-44.205018,0
3119104,-18.335491,-44.617524,0
3119302,-18.413108,-47.136817,0
3119500,-16.658354,-42.228562,0
3119807,-19.781585,-45.982882,0
3119955,-20.45082,-45.532129,0
3120102,-18.076445,-43.445182,0
3120201,-20.809853,-45.562012,0
3120300,-16.718635,-42.821016,0
3120706,-18.972299,-46.676079,0
3120870,-15.891266,-41.841107,0
3120904,-18.819908,-44.447885,0
3121001,-18.444093,-43.644953,0
3121209,-20.356718,-46.772782,0
3121258,-19.936103,-47.809689,0
3121605,-17.993495,-43.610844,0
3122306,-20.128264,-44.908895,0
3122470,-16.740318,-46.28992,0
3123205,-19.489653,-45.547328,0
3123403,-20.291679,-45.88705,0
3123502,-18.437752,-47.595687,0
3123809,-17.296491,-44.014039,0
3124104,-19.729365,-44.307158,0
3124302,-14.92463,-42.87023,0
3124708,-19.591878,-45.808317,0
3124807,-18.715594,-47.726323,0
3125408,-18.117118,-43.249845,0
3125507,-18.076345,-43.358503,0
3125705,-18.703089,-44.958192,0
3126000,-19.843812,-44.429624,0
3126109,-20.597135,-45.593113,0
3126208,-15.1297,-46.158482,0
3126307,-20.894198,-46.861443,0
3126406,-19.55758,-44.504241,0
3126505,-17.007503,-42.349285,0
3126604,-17.469808,-44.26986,0
3126703,-16.3937,-43.478962,0
3127008,-20.228893,-49.161469,0
3127073,-16.126265,-42.524335,0
3127107,-20.035745,-49.000187,0
3127206,-19.361051,-44.074104,0
3127339,-14.921354,-43.308715,0
3127354,-16.903863,-43.639275,0
3127602,-18.522826,-43.835276,0
3127800,-16.463903,-42.994004,0
3127909,-18.49358,-47.75591,0
3128105,-20.764259,-45.920981,0
3128253,-17.078522,-43.620615,0
3128600,-17.731923,-47.126278,0
3128907,-18.816045,-46.752936,0
3129103,-19.124452,-49.867803,0
3129509,-19.557869,-46.595757,0
3129608,-16.82878,-44.790245,0
3129657,-15.696794,-44.144909,0
3129707,-20.393292,-47.111623,0
3130051,-16.225127,-44.916393,0
3130200,-19.956395,-44.726613,0
3130309,-20.156187,-45.752726,0
3130507,-20.931457,-45.801642,0
3130655,-15.592255,-42.185089,0
3130705,-18.958711,-47.83006,0
3131000,-19.497944,-44.409129,0
3131109,-18.730259,-44.291918,0
3131604,-19.043933,-47.457509,0
3131703,-19.560917,-43.436446,0
3132008,-16.935006,-43.328817,0
3132107,-15.186636,-44.132261,0
3132206,-20.331977,-44.641802,0
3132503,-17.782216,-42.90061,0
3132800,-19.381146,-43.411623,0
3132909,-21.074235,-47.050138,0
3133402,-19.744641,-49.363464,0
3133501,-20.400337,-44.972341,0
3133758,-20.681464,-46.783298,0
3133808,-20.06544,-44.648875,0
3134202,-19.029166,-49.529763,0
3134400,-19.651192,-50.390631,0
3134608,-19.440758,-43.718162,0
3134806,-21.038391,-46.826578,0
3135050,-15.271149,-43.794163,0
3135100,-15.841562,-43.412354,0
3135209,-15.312811,-44.888578,0
3135308,-20.130765,-45.531209,0
3135357,-15.944491,-44.329261,0
3135456,-17.122085,-42.312345,0
3135605,-17.2099,-44.475838,0
3135704,-19.21158,-44.001193,0
3136306,-17.604943,-45.934259,0
3136405,-17.676046,-44.111582,0
3136520,-16.900187,-42.656135,0
3136579,-16.541651,-42.550697,0
3136603,-19.635339,-43.57204,0
3136801,-16.840117,-43.564489,0
3136959,-14.386505,-44.083469,0
3137106,-18.103542,-46.734622,0
3137205,-20.009891,-45.494985,0
3137304,-17.007815,-44.646363,0
3137502,-18.769534,-46.336777,0
3137536,-17.76637,-46.501607,1
3137601,-19.628407,-43.885812,0
3138104,-17.880815,-44.695552,0
3138302,-19.688086,-45.045176,0
3138351,-17.069809,-42.744549,0
3138625,-19.491047,-50.53807,0
3138658,-15.856342,-44.269602,0
3138682,-16.19627,-44.596487,0
3138807,-19.827341,-45.678819,0
3139250,-15.010304,-42.952931,0
3139300,-14.63244,-44.157572,0
3139706,-19.493915,-44.665516,0
3140506,-19.412279,-45.190479,0
3140852,-14.852988,-43.734197,0
3141009,-15.426075,-42.856807,0
3141108,-19.523758,-44.051431,0
3141207,-19.193623,-45.995538,0
3141306,-19.989152,-46.339726,0
3141801,-17.355789,-42.476673,0
3142007,-16.259396,-44.157699,0
3142254,-14.752964,-44.4216,0
3142403,-19.841236,-45.407204,0
3142502,-18.387917,-44.02312,0
3142700,-14.47319,-44.501538,0
3142809,-18.852668,-48.863572,0
3142908,-15.192247,-42.86848,0
3143104,-18.709932,-47.4602,0
3143203,-21.185643,-46.964476,0
3143302,-16.619055,-43.929469,0
3143450,-15.207657,-42.550149,0
3143500,-18.578214,-45.402514,0
3143609,-18.629994,-44.633147,0
3143708,-19.24931,-43.419523,0
3144375,-16.545175,-46.474758,0
3144607,-21.126197,-45.336124,0
3145000,-19.261203,-47.706874,0
3145059,-15.772784,-43.279718,0
3145208,-19.852343,-44.973955,0
3145372,-16.000389,-42.456977,0
3145455,-17.478035,-43.594915,0
3145802,-19.676814,-44.77933,0
3146255,-16.301247,-42.586291,0
3146404,-18.918839,-45.491035,0
3146503,-20.381545,-45.693917,0
3146552,-15.530795,-43.021253,0
3146909,-19.376478,-44.691332,0
3147006,-17.173152,-46.8842,0
3147105,-19.796398,-44.568431,0
3147402,-19.272196,-44.452664,0
3147907,-20.671031,-46.625586,0
3147956,-16.080637,-44.101417,0
3148004,-18.597008,-46.507718,0
3148103,-18.970516,-47.051255,0
3149150,-15.644089,-44.328987,0
3149200,-19.192253,-47.510277,0
3149309,-19.639889,-44.052793,0
3149606,-19.585408,-44.622637,0
3149705,-19.94024,-45.057902,0
3149804,-19.400151,-47.195992,0
3150505,-20.530492,-45.83131,0
3150570,-16.049381,-45.247247,0
3150703,-19.940254,-48.65776,0
3151206,-17.393347,-44.867447,0
3151404,-19.555337,-44.885636,0
3151503,-20.441441,-46.050404,0
3151602,-20.081251,-48.646264,0
3152006,-19.131142,-44.923585,0
3152131,-16.608805,-44.973616,0
3152204,-15.742225,-43.004406,0
3152808,-19.33075,-48.953652,0
3152907,-20.812741,-46.919124,0
3153004,-19.759764,-46.40257,0
3153202,-18.726055,-44.083259,0
3153400,-18.239189,-46.33619,0
3153608,-19.464455,-44.111442,0
3153707,-19.279769,-45.603073,0
3154457,-16.276691,-45.927943,0
3154507,-16.057182,-42.992064,0
3154606,-19.779563,-44.072029,0
3155504,-19.240005,-46.29892,0
3155603,-15.715885,-42.498419,0
3156007,-18.194006,-43.240289,0
3156403,-18.903532,-47.562557,0
3156502,-16.385127,-42.41324,0
3156700,-19.786619,-43.743962,0
3156908,-19.904488,-47.266379,0
3157005,-15.97485,-42.047519,0
3157377,-15.958646,-41.88861,0
3157609,-16.70147,-45.557072,0
3157708,-19.380275,-47.509102,0
3157807,-19.74275,-43.837504,0
3158508,-18.915768,-43.901122,0
3159001,-19.188681,-43.644675,0
3159704,-19.562044,-45.999768,0
3159803,-19.032778,-50.204241,0
3160405,-19.99936,-45.308537,0
3160454,-15.315437,-42.648168,0
3160603,-18.390204,-44.172391,0
3161106,-15.896469,-44.861289,0
3161304,-19.742382,-49.83728,0
3161700,-18.176725,-45.545918,0
3161809,-19.983872,-44.828438,0
3161908,-19.704527,-43.378438,0
3162104,-19.35992,-45.999484,0
3162203,-20.577155,-46.438626,0
3162252,-16.859783,-44.334765,0
3162401,-15.906407,-43.90374,0
3162450,-14.887794,-44.239361,0
3162658,-16.55532,-44.524365,0
3162948,-20.749233,-46.244878,0
3162955,-19.696891,-43.990399,0
3163102,-19.67972,-44.54359,0
3164209,-16.389449,-45.4063,0
3164308,-20.18704,-46.513549,0
3164605,-20.269724,-44.991835,0
3164704,-20.922269,-47.008656,0
3164803,-19.325022,-43.315335,0
3165107,-20.786166,-47.127225,0
3165909,-17.842562,-43.252219,0
3166600,-19.385547,-45.777247,0
3166808,-19.159141,-46.654527,0
3166956,-15.860245,-42.864327,0
3167103,-18.365368,-43.456683,0
3167202,-19.437172,-44.253469,0
3168002,-15.837024,-42.031945,0
3168101,-19.915843,-46.868282,0
3168200,-19.876199,-46.16068,0
3168309,-19.634011,-43.685621,0
3168903,-18.860057,-45.824077,0
3169356,-18.297841,-45.069157,0
3169604,-18.624105,-48.719104,0
3169703,-17.244466,-42.839942,0
3170008,-16.364026,-44.847682,0
3170107,-19.580931,-47.977162,0
3170206,-19.033863,-48.330416,0
3170404,-16.375835,-46.819723,0
3170438,-19.408441,-50.342946,0
3170479,-16.092587,-46.319614,0
3170529,-16.028639,-45.572879,0
3170602,-20.431277,-46.336151,0
3170651,-15.392346,-42.296776,0
3170750,-18.466554,-45.935192,0
3170800,-17.49574,-44.727269,0
3170909,-15.64077,-43.97625,0
3171006,-17.869152,-46.867624,0
3171030,-15.53731,-43.57533,0
3171071,-17.483028,-42.730072,0
3171105,-19.602467,-48.340915,0
3171204,-19.730967,-43.944853,0
3171600,-16.668665,-42.380854,0
3500303,-22.051274,-47.030214,0
3500550,-22.855332,-49.260448,0
3500600,-22.59865,-47.87609,0
3500709,-22.571934,-49.108768,0
3500758,-23.550917,-47.931949,0
3500907,-20.553486,-49.103783,0
3501004,-21.018047,-47.386248,0
3501202,-20.306847,-49.903456,0
3501509,-22.508077,-49.795427,0
3501608,-22.718794,-47.282514,0
3501707,-21.722338,-48.032287,0
3501806,-20.289386,-49.768018,0
3502002,-22.121085,-47.677955,0
3502200,-23.398846,-48.487084,0
3502309,-22.79482,-48.174049,0
3502705,-24.251558,-49.104631,0
3503000,-20.145046,-47.820644,0
3503109,-23.177697,-49.064033,0
3503208,-21.79165,-48.181322,0
3503307,-22.309506,-47.243018,0
3503406,-22.100919,-49.016596,0
3503604,-22.686168,-48.666505,0
3503802,-22.561198,-47.132153,0
3504008,-22.600712,-50.420687,0
3504305,-22.173826,-49.307741,0
3504503,-23.07519,-48.894015,0
3504800,-20.686054,-49.540409,0
3505203,-22.021873,-48.656554,0
3505302,-22.512713,-48.488633,0
3505500,-20.495003,-48.606944,0
3505609,-21.232548,-48.095055,0
3505906,-20.867799,-47.574774,0
3506003,-22.251517,-49.120632,0
3506102,-20.910154,-48.485204,0
3506706,-21.935012,-48.463592,0
3506805,-22.100206,-48.52327,0
3506904,-23.161035,-48.309622,0
3507159,-24.312045,-49.192428,0
3507407,-21.607815,-49.046148,0
3507456,-22.680667,-48.99232,0
3507506,-22.859046,-48.47049,0
3507803,-21.049535,-47.627772,0
3507902,-22.273291,-48.081225,0
3508009,-23.737726,-48.616703,0
3508207,-20.209318,-47.692934,0
3508306,-22.497997,-49.376946,0
3509403,-21.233453,-47.327834,0
3509452,-23.593972,-48.44752,0
