geocode,year,regrowth_ha,agr_pers,veg_pers,nr_agr,nr_veg,population,lpw,temp,precip,ph,clay,embargos_def,roads_km,silos_ton,lat,long,ID,fnp,UF,drop_4balance
1700251,2001,1009,12418,173783,0.0752,0.0058,2218,517.05,26.4,1969.63,50.67,26.26,0,0,0,-9.4804141,-49.309888,20011700251,77,17,0
1700251,2002,989,13427,172622,0.0686,0.0057,2247,711.25,26.95,1674.81,50.67,26.26,0,0,0,-9.4804141,-49.309888,20021700251,77,17,0
1700251,2003,1355,14165,171759,0.0873,0.0078,2273,736.5,26.97,1691.1,50.67,26.26,0,0,0,-9.4804141,-49.309888,20031700251,77,17,0
1700251,2004,1607,14372,170654,0.1006,0.0093,2311,1154.5,26.85,1945.79,50.67,26.26,0,0,0,-9.4804141,-49.309888,20041700251,77,17,0
1700251,2005,1183,15645,169197,0.0703,0.0069,2361,1245.57,27.04,1943.61,50.67,26.26,0,0,0,-9.4804141,-49.309888,20051700251,77,17,0
1700251,2006,851,17731,167473,0.0458,0.0051,2392,1206.11,26.63,2233.66,50.67,26.26,0,0,0,-9.4804141,-49.309888,20061700251,77,17,0
1700251,2007,762,20007,165107,0.0367,0.0046,2351,1270.89,27.06,1591.91,50.67,26.26,1,0,0,-9.4804141,-49.309888,20071700251,77,17,0
1700251,2008,1285,21897,163949,0.0554,0.0078,2310,1351.48,26.86,1730.49,50.67,26.26,1,0,0,-9.4804141,-49.309888,20081700251,77,17,0
1700251,2009,1336,22491,162272,0.0561,0.0082,2321,1579.33,26.7,2252.02,50.67,26.26,0,0,0,-9.4804141,-49.309888,20091700251,77,17,0
1700251,2010,1522,23934,161515,0.0598,0.0093,2364,2468.26,27.66,1880.89,50.67,26.26,0,0,0,-9.4804141,-49.309888,20101700251,77,17,0
1700251,2011,1822,24227,160973,0.0699,0.0112,2407,2686.69,27.02,2188.89,50.67,26.26,0,0,0,-9.4804141,-49.309888,20111700251,77,17,0
1700251,2012,1830,24404,159896,0.0698,0.0113,2422,2860.54,26.8,2022.59,50.67,26.26,0,0,0,-9.4804141,-49.309888,20121700251,77,17,0
1700251,2013,1320,26036,157878,0.0483,0.0083,2506,3074.37,27.27,1934.63,50.67,26.26,0,0,0,-9.4804141,-49.309888,20131700251,77,17,0
1700251,2014,1244,28641,155696,0.0416,0.0079,2523,3020.35,26.84,2184.36,50.67,26.26,0,0,0,-9.4804141,-49.309888,20141700251,77,17,0
1700251,2015,1035,31123,152991,0.0322,0.0067,2539,4382.73,27.39,1831.87,50.67,26.26,0,0,0,-9.4804141,-49.309888,20151700251,77,17,0
1700251,2016,1279,33493,149758,0.0368,0.0085,2555,4592.29,28.05,1745.12,50.67,26.26,0,0,0,-9.4804141,-49.309888,20161700251,77,17,0
1700301,2001,208,5746,15982,0.0350,0.0129,3230,846.56,26.75,1497.54,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20011700301,78,17,0
1700301,2002,211,6349,15474,0.0322,0.0135,3289,1026.73,26.8,1412.63,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20021700301,78,17,0
1700301,2003,321,6733,15170,0.0454,0.0207,3355,1182.25,26.96,1401.38,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20031700301,78,17,0
1700301,2004,361,6866,14841,0.0500,0.0238,3449,1266.5,26.84,1641.44,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20041700301,78,17,0
1700301,2005,395,7114,14514,0.0526,0.0265,3573,1184.75,27.23,1497.26,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20051700301,78,17,0
1700301,2006,342,7459,14268,0.0438,0.0234,3650,1149.5,26.78,1855.69,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20061700301,78,17,0
1700301,2007,476,7626,14274,0.0588,0.0323,3885,1118.25,27.04,1232.42,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20071700301,78,17,0
1700301,2008,476,7478,14351,0.0599,0.0321,4120,1196.12,26.96,1755.74,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20081700301,78,17,0
1700301,2009,595,7269,14495,0.0757,0.0394,4216,1239.78,26.77,1688.88,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20091700301,78,17,0
1700301,2010,416,7175,14651,0.0549,0.0276,4767,1227.3,27.58,1225.76,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20101700301,78,17,0
1700301,2011,395,7202,14590,0.0520,0.0264,5317,1537.85,26.99,1560.27,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20111700301,78,17,0
1700301,2012,442,7223,14469,0.0576,0.0296,5467,2027.82,27.02,1161.8,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20121700301,78,17,0
1700301,2013,471,7273,14479,0.0608,0.0315,5820,3162.6,27.06,1440.45,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20131700301,78,17,0
1700301,2014,303,7418,14321,0.0392,0.0207,5987,3629.19,26.96,1503.6,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20141700301,78,17,0
1700301,2015,327,7714,14058,0.0407,0.0227,6149,3841.7,27.51,1222.46,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20151700301,78,17,0
1700301,2016,427,7852,13738,0.0515,0.0301,6307,3886.71,28,1172.88,51.27,29.43,0,26.803,0,-6.4876523,-47.513386,20161700301,78,17,0
1700350,2001,2284,56659,96547,0.0388,0.0231,6227,424.22,26.51,1671.2,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20011700350,76,17,0
1700350,2002,857,57710,95639,0.0146,0.0089,6266,446.4,26.97,1425.74,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20021700350,76,17,0
1700350,2003,663,60266,91720,0.0109,0.0072,6308,487.71,26.9,1544.29,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20031700350,76,17,0
1700350,2004,847,64048,88227,0.0131,0.0095,6366,895.05,26.78,1762.5,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20041700350,76,17,0
1700350,2005,1115,67224,86784,0.0163,0.0127,6443,1005.39,27,1587.43,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20051700350,76,17,0
1700350,2006,2095,67385,86272,0.0301,0.0237,6491,983.09,26.52,1888.1,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20061700350,76,17,0
1700350,2007,2441,66565,87043,0.0354,0.0273,6176,931.42,27.12,1324.3,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20071700350,76,17,0
1700350,2008,2129,65753,88190,0.0314,0.0236,5860,923.9,26.87,1410.34,52.54,24.5,1,27.201,0,-11.332169,-48.908194,20081700350,76,17,0
1700350,2009,1683,65328,88585,0.0251,0.0186,5822,1022.63,26.58,2166.46,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20091700350,76,17,0
1700350,2010,1218,65822,87714,0.0182,0.0137,5728,1549.38,27.6,1298.96,52.54,24.5,1,27.201,0,-11.332169,-48.908194,20101700350,76,17,0
1700350,2011,1266,67068,86454,0.0185,0.0144,5633,2449.98,26.86,1882.48,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20111700350,76,17,0
1700350,2012,1862,67639,85728,0.0268,0.0213,5595,2781.01,26.91,1656.33,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20121700350,76,17,0
1700350,2013,2382,67186,85311,0.0342,0.0272,5686,3105.68,27.37,1653.61,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20131700350,76,17,0
1700350,2014,1374,67926,84385,0.0198,0.0160,5645,4066.95,26.91,1603.5,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20141700350,76,17,0
1700350,2015,2951,68303,82323,0.0414,0.0346,5605,4763.85,27.29,1532.13,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20151700350,76,17,0
1700350,2016,1443,70116,82543,0.0202,0.0172,5565,4738.35,28.24,1377.48,52.54,24.5,0,27.201,0,-11.332169,-48.908194,20161700350,76,17,0
1700400,2001,4984,56031,336769,0.0817,0.0146,8575,429.42,25.62,1566.63,55.48,29.14,0,0,16320,-11.430057,-47.21041,20011700400,76,17,0
1700400,2002,3691,54769,337548,0.0631,0.0108,8647,461.2,26.18,1375.19,55.48,29.14,0,0,16320,-11.430057,-47.21041,20021700400,76,17,0
1700400,2003,6327,52536,338522,0.1075,0.0183,8727,502.88,26.02,1347.5,55.48,29.14,0,0,16320,-11.430057,-47.21041,20031700400,76,17,0
1700400,2004,3685,51545,341774,0.0667,0.0107,8840,938.71,25.95,1763.93,55.48,29.14,0,0,16320,-11.430057,-47.21041,20041700400,76,17,0
1700400,2005,2418,52171,340879,0.0443,0.0070,8989,1043.99,26.29,1457.69,55.48,29.14,0,0,16320,-11.430057,-47.21041,20051700400,76,17,0
1700400,2006,1688,54971,335285,0.0298,0.0050,9082,1020.95,25.65,1913.91,55.48,29.14,0,0,16320,-11.430057,-47.21041,20061700400,76,17,0
1700400,2007,2587,60275,332250,0.0412,0.0077,8387,972.46,26.26,1216.12,55.48,29.14,2,0,16320,-11.430057,-47.21041,20071700400,76,17,0
1700400,2008,2143,62895,329566,0.0329,0.0065,7692,989.31,26.07,1471.93,55.48,29.14,1,0,16320,-11.430057,-47.21041,20081700400,76,17,0
1700400,2009,5450,62732,329291,0.0799,0.0163,7605,1098.26,25.72,1978.9,55.48,29.14,0,0,16320,-11.430057,-47.21041,20091700400,76,17,0
1700400,2010,4716,60377,331948,0.0724,0.0140,7562,1609.19,26.44,1283.13,55.48,29.14,1,0,16320,-11.430057,-47.21041,20101700400,76,17,0
1700400,2011,3693,59277,332594,0.0586,0.0110,7518,2505.21,25.79,1785.96,55.48,29.14,0,0,16320,-11.430057,-47.21041,20111700400,76,17,0
1700400,2012,3811,59591,331048,0.0601,0.0114,7452,2843.2,26.19,1321.13,55.48,29.14,0,0,16320,-11.430057,-47.21041,20121700400,76,17,0
1700400,2013,4238,60446,328205,0.0655,0.0127,7553,3307.17,26.54,1440.65,55.48,29.14,1,0,16320,-11.430057,-47.21041,20131700400,76,17,0
1700400,2014,1973,65015,323374,0.0295,0.0061,7480,4276.94,26.33,1452.46,55.48,29.14,0,0,16320,-11.430057,-47.21041,20141700400,76,17,0
1700400,2015,2648,71143,316513,0.0359,0.0083,7409,4918.2,26.51,1320.35,55.48,29.14,0,0,16320,-11.430057,-47.21041,20151700400,76,17,0
1700400,2016,3013,76182,311538,0.0380,0.0096,7340,4957.91,27.53,1254.11,55.48,29.14,0,0,16320,-11.430057,-47.21041,20161700400,76,17,0
1700707,2001,943,69317,48605,0.0134,0.0190,8468,434.23,26.7,1689.09,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20011700707,76,17,0
1700707,2002,685,70012,48139,0.0097,0.0140,8443,460.27,27.21,1436.73,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20021700707,76,17,0
1700707,2003,500,70931,46938,0.0070,0.0105,8413,500.5,27.02,1652.27,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20031700707,76,17,0
1700707,2004,699,72117,45963,0.0096,0.0150,8371,907.29,26.89,1666.95,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20041700707,76,17,0
1700707,2005,723,72875,45416,0.0098,0.0157,8314,1011.75,27.09,1513.25,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20051700707,76,17,0
1700707,2006,974,73173,45295,0.0131,0.0211,8280,998.86,26.52,1735.64,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20061700707,76,17,0
1700707,2007,996,72988,45633,0.0135,0.0214,8240,1003.29,27.28,1219.62,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20071700707,76,17,0
1700707,2008,1158,72476,45911,0.0157,0.0246,8200,1034.72,26.89,1499.94,52.67,23.92,1,43.625,130932,-12.408493,-49.112914,20081700707,76,17,0
1700707,2009,895,72288,46333,0.0122,0.0190,8161,1180.24,26.77,1951.9,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20091700707,76,17,0
1700707,2010,851,72201,46555,0.0116,0.0179,8263,1796.92,27.74,1266.82,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20101700707,76,17,0
1700707,2011,802,72081,46391,0.0110,0.0170,8364,2759.64,26.89,1718.58,52.67,23.92,1,43.625,130932,-12.408493,-49.112914,20111700707,76,17,0
1700707,2012,908,72161,46029,0.0124,0.0193,8354,3325.58,27.08,1422.25,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20121700707,76,17,0
1700707,2013,1197,72126,45431,0.0163,0.0257,8557,4546.12,27.39,1412.31,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20131700707,76,17,0
1700707,2014,705,72894,44497,0.0096,0.0156,8546,5528.13,27.02,1572.52,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20141700707,76,17,0
1700707,2015,648,74415,43541,0.0086,0.0147,8536,6183.12,27.25,1542.54,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20151700707,76,17,0
1700707,2016,735,75342,42998,0.0097,0.0168,8526,6234.98,28.55,1123.76,52.67,23.92,0,43.625,130932,-12.408493,-49.112914,20161700707,76,17,0
1701002,2001,1547,83943,64878,0.0181,0.0233,10724,846.5,26.82,1823.48,48.89,27.33,0,0,0,-6.2555316,-48.023998,20011701002,78,17,0
1701002,2002,1306,85400,63564,0.0151,0.0201,10980,1026.69,27.02,1698.16,48.89,27.33,0,0,0,-6.2555316,-48.023998,20021701002,78,17,0
1701002,2003,1396,86891,62166,0.0158,0.0220,11197,1182.26,27.07,1604.57,48.89,27.33,0,0,0,-6.2555316,-48.023998,20031701002,78,17,0
1701002,2004,1817,87675,61694,0.0203,0.0286,11501,1266.51,26.93,1838.73,48.89,27.33,0,0,0,-6.2555316,-48.023998,20041701002,78,17,0
1701002,2005,2187,87176,61932,0.0245,0.0341,11905,1184.76,27.31,1654.94,48.89,27.33,0,0,0,-6.2555316,-48.023998,20051701002,78,17,0
1701002,2006,2038,86823,63145,0.0229,0.0313,12156,1149.73,26.88,2179.15,48.89,27.33,1,0,0,-6.2555316,-48.023998,20061701002,78,17,0
1701002,2007,2270,85958,64401,0.0257,0.0340,10886,1118.73,27.15,1595.07,48.89,27.33,0,0,0,-6.2555316,-48.023998,20071701002,78,17,0
1701002,2008,2004,84846,65621,0.0231,0.0296,9615,1195.97,27.06,2003.09,48.89,27.33,2,0,0,-6.2555316,-48.023998,20081701002,78,17,0
1701002,2009,1353,84665,65955,0.0157,0.0201,9514,1238.08,26.86,2128.57,48.89,27.33,0,0,0,-6.2555316,-48.023998,20091701002,78,17,0
1701002,2010,1287,84908,64913,0.0149,0.0194,9665,1225.26,27.7,1481.94,48.89,27.33,0,0,0,-6.2555316,-48.023998,20101701002,78,17,0
1701002,2011,1261,85652,62469,0.0145,0.0198,9816,1527.7,27.11,1871.29,48.89,27.33,0,0,0,-6.2555316,-48.023998,20111701002,78,17,0
1701002,2012,1788,86968,61109,0.0201,0.0284,9768,2013.51,27.05,1513.65,48.89,27.33,0,0,0,-6.2555316,-48.023998,20121701002,78,17,0
1701002,2013,2429,87362,61839,0.0271,0.0378,9952,3134.01,27.13,1815.32,48.89,27.33,0,0,0,-6.2555316,-48.023998,20131701002,78,17,0
1701002,2014,3009,86269,63947,0.0337,0.0449,9900,3625.28,27.02,1617.88,48.89,27.33,0,0,0,-6.2555316,-48.023998,20141701002,78,17,0
1701002,2015,2479,85010,64758,0.0283,0.0369,9848,3825.44,27.54,1408.38,48.89,27.33,0,0,0,-6.2555316,-48.023998,20151701002,78,17,0
1701002,2016,1956,85032,65017,0.0225,0.0292,9798,3869.68,27.97,1270.93,48.89,27.33,0,0,0,-6.2555316,-48.023998,20161701002,78,17,0
1701051,2001,307,9083,34808,0.0327,0.0087,2892,846.5,26.68,1837.47,50.42,29.68,0,0,0,-6.4204684,-47.901257,20011701051,78,17,0
1701051,2002,419,9552,34275,0.0420,0.0121,2892,1026.69,26.88,1681.01,50.42,29.68,0,0,0,-6.4204684,-47.901257,20021701051,78,17,0
1701051,2003,430,9965,33500,0.0414,0.0127,2893,1182.25,26.92,1629.03,50.42,29.68,0,0,0,-6.4204684,-47.901257,20031701051,78,17,0
1701051,2004,406,10735,32792,0.0364,0.0122,2894,1266.5,26.82,1858.65,50.42,29.68,0,0,0,-6.4204684,-47.901257,20041701051,78,17,0
1701051,2005,600,11282,32028,0.0505,0.0184,2897,1184.75,27.17,1748.92,50.42,29.68,0,0,0,-6.4204684,-47.901257,20051701051,78,17,0
1701051,2006,511,11862,31617,0.0413,0.0159,2898,1149.78,26.76,2255.61,50.42,29.68,0,0,0,-6.4204684,-47.901257,20061701051,78,17,0
1701051,2007,656,12273,31196,0.0507,0.0206,3081,1118.61,27.01,1543.79,50.42,29.68,0,0,0,-6.4204684,-47.901257,20071701051,78,17,0
1701051,2008,637,12590,30922,0.0482,0.0202,3264,1197.54,26.94,2013.04,50.42,29.68,0,0,0,-6.4204684,-47.901257,20081701051,78,17,0
1701051,2009,559,12966,30846,0.0414,0.0178,3300,1240.04,26.74,2065.01,50.42,29.68,0,0,0,-6.4204684,-47.901257,20091701051,78,17,0
1701051,2010,529,13135,30850,0.0387,0.0168,3249,1227.72,27.6,1498.49,50.42,29.68,0,0,0,-6.4204684,-47.901257,20101701051,78,17,0
1701051,2011,604,12984,30665,0.0444,0.0193,3197,1528.64,27.01,1922.35,50.42,29.68,1,0,0,-6.4204684,-47.901257,20111701051,78,17,0
1701051,2012,1219,12381,30646,0.0897,0.0383,3219,2015.09,26.99,1495.37,50.42,29.68,0,0,0,-6.4204684,-47.901257,20121701051,78,17,0
1701051,2013,904,12150,31354,0.0692,0.0280,3332,3137.02,27.04,1711.75,50.42,29.68,0,0,0,-6.4204684,-47.901257,20131701051,78,17,0
1701051,2014,562,12245,31612,0.0439,0.0175,3355,3625.37,26.9,1685.21,50.42,29.68,0,0,0,-6.4204684,-47.901257,20141701051,78,17,0
1701051,2015,467,12423,31530,0.0363,0.0146,3379,3828.66,27.46,1448.35,50.42,29.68,0,0,0,-6.4204684,-47.901257,20151701051,78,17,0
1701051,2016,507,12534,31048,0.0389,0.0161,3401,3873.1,27.92,1299.92,50.42,29.68,0,0,0,-6.4204684,-47.901257,20161701051,78,17,0
1701101,2001,1449,21131,91745,0.0642,0.0155,3553,517.68,25.96,1664.47,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20011701101,77,17,0
1701101,2002,1277,21388,91367,0.0564,0.0138,3570,711.86,26.27,1475.68,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20021701101,77,17,0
1701101,2003,1836,21341,90774,0.0792,0.0198,3594,737.36,26.32,1624.01,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20031701101,77,17,0
1701101,2004,1351,21834,89930,0.0583,0.0148,3629,1157.31,26.19,1843.4,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20041701101,77,17,0
1701101,2005,990,23441,87322,0.0405,0.0112,3674,1262.65,26.42,1891.26,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20051701101,77,17,0
1701101,2006,1056,26411,85951,0.0385,0.0121,3703,1227.86,25.98,2068.31,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20061701101,77,17,0
1701101,2007,1239,27525,85447,0.0431,0.0143,3922,1347.44,26.48,1386.49,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20071701101,77,17,0
1701101,2008,1571,27513,85079,0.0540,0.0181,4140,1549.88,26.34,1603.85,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20081701101,77,17,0
1701101,2009,1352,27766,85075,0.0464,0.0156,4200,1812.46,26.09,2134,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20091701101,77,17,0
1701101,2010,1182,28209,84336,0.0402,0.0138,4234,2745.8,26.9,1500.6,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20101701101,77,17,0
1701101,2011,1099,29182,82858,0.0363,0.0131,4267,3043.07,26.24,1897.43,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20111701101,77,17,0
1701101,2012,1036,30694,80685,0.0327,0.0127,4319,3491.42,26.37,1579.5,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20121701101,77,17,0
1701101,2013,1536,32503,78154,0.0451,0.0193,4504,5018.95,26.83,1762.12,51.97,27.18,1,55.879,3375,-9.9878923,-48.000685,20131701101,77,17,0
1701101,2014,1007,34667,75181,0.0282,0.0132,4561,5609.11,26.44,1606.04,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20141701101,77,17,0
1701101,2015,1259,38217,74393,0.0319,0.0166,4618,8150.63,26.89,1431.25,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20151701101,77,17,0
1701101,2016,1191,38700,73601,0.0299,0.0159,4672,8546.05,27.75,1364.63,51.97,27.18,0,55.879,3375,-9.9878923,-48.000685,20161701101,77,17,0
1701309,2001,1676,74628,38138,0.0220,0.0421,6569,846.5,26.46,1796.62,51.69,29.27,0,0,0,-7.1020524,-48.519112,20011701309,78,17,0
1701309,2002,940,75658,36670,0.0123,0.0250,6873,1026.69,26.82,1660.44,51.69,29.27,0,0,0,-7.1020524,-48.519112,20021701309,78,17,0
1701309,2003,895,77933,32410,0.0114,0.0269,7194,1182.25,26.81,1721.71,51.69,29.27,0,0,0,-7.1020524,-48.519112,20031701309,78,17,0
1701309,2004,2106,81058,31351,0.0253,0.0630,7645,1266.5,26.73,1848.2,51.69,29.27,0,0,0,-7.1020524,-48.519112,20041701309,78,17,0
1701309,2005,1428,81525,30797,0.0172,0.0443,8243,1184.88,27.13,1764.77,51.69,29.27,0,0,0,-7.1020524,-48.519112,20051701309,78,17,0
1701309,2006,1193,82995,28925,0.0142,0.0396,8614,1149.62,26.68,2031.21,51.69,29.27,0,0,0,-7.1020524,-48.519112,20061701309,78,17,0
1701309,2007,1511,84801,28795,0.0175,0.0498,7116,1118.37,26.77,1683.25,51.69,29.27,1,0,0,-7.1020524,-48.519112,20071701309,78,17,0
1701309,2008,1454,84672,27759,0.0169,0.0498,5618,1195.07,26.63,1894.09,51.69,29.27,0,0,0,-7.1020524,-48.519112,20081701309,78,17,0
1701309,2009,1314,85911,28095,0.0151,0.0447,5555,1237.44,26.58,2153.24,51.69,29.27,0,0,0,-7.1020524,-48.519112,20091701309,78,17,0
1701309,2010,1508,85531,27549,0.0173,0.0519,5708,1225.07,27.36,1694.96,51.69,29.27,0,0,0,-7.1020524,-48.519112,20101701309,78,17,0
1701309,2011,781,86605,26549,0.0089,0.0286,5860,1528.34,26.84,1762.22,51.69,29.27,0,0,0,-7.1020524,-48.519112,20111701309,78,17,0
1701309,2012,1134,87959,26377,0.0127,0.0412,5838,2016.58,26.61,1680.7,51.69,29.27,0,0,0,-7.1020524,-48.519112,20121701309,78,17,0
1701309,2013,3663,85236,26507,0.0412,0.1214,5958,3139.66,26.86,1972.53,51.69,29.27,0,0,0,-7.1020524,-48.519112,20131701309,78,17,0
1701309,2014,1533,84679,29298,0.0178,0.0497,5933,3625.17,26.71,1714.34,51.69,29.27,0,0,0,-7.1020524,-48.519112,20141701309,78,17,0
1701309,2015,808,84764,29269,0.0094,0.0269,5910,3825.36,27.23,1509.62,51.69,29.27,1,0,0,-7.1020524,-48.519112,20151701309,78,17,0
1701309,2016,925,85420,28449,0.0107,0.0315,5887,3869.98,27.68,1487.02,51.69,29.27,0,0,0,-7.1020524,-48.519112,20161701309,78,17,0
1701903,2001,642,13998,252365,0.0438,0.0025,5530,517,26.49,1918.67,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20011701903,77,17,0
1701903,2002,699,16072,251128,0.0417,0.0028,5611,711.25,27.05,1677.43,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20021701903,77,17,0
1701903,2003,639,17149,249462,0.0359,0.0026,5702,736.5,27.07,1716.61,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20031701903,77,17,0
1701903,2004,1332,18080,248006,0.0686,0.0053,5830,1154.5,26.9,2036.52,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20041701903,77,17,0
1701903,2005,1016,19197,246976,0.0503,0.0041,6000,1245.5,27.13,1973.24,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20051701903,77,17,0
1701903,2006,603,20909,245309,0.0280,0.0025,6105,1206.21,26.72,2204.1,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20061701903,77,17,0
1701903,2007,1223,22317,244192,0.0519,0.0050,5842,1274.86,27.1,1650.55,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20071701903,77,17,0
1701903,2008,1568,22623,244096,0.0648,0.0064,5579,1363.09,26.89,1840.1,50.06,27.91,1,45.431,3595,-8.9400565,-49.504683,20081701903,77,17,0
1701903,2009,1132,22970,243707,0.0470,0.0046,5591,1592.49,26.78,2365.47,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20091701903,77,17,0
1701903,2010,766,24221,243229,0.0307,0.0031,5989,2479.15,27.67,1794.97,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20101701903,77,17,0
1701903,2011,1596,24245,243284,0.0617,0.0065,6387,2699.58,27.07,2080.14,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20111701903,77,17,0
1701903,2012,2690,22246,243500,0.1079,0.0109,6454,2898.26,26.84,2044.04,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20121701903,77,17,0
1701903,2013,581,22997,243527,0.0246,0.0024,6716,3127.37,27.24,2002.76,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20131701903,77,17,0
1701903,2014,705,24637,239474,0.0278,0.0029,6791,3094.12,26.86,2083.38,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20141701903,77,17,0
1701903,2015,692,28484,237856,0.0237,0.0029,6863,4545.68,27.48,1836.85,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20151701903,77,17,0
1701903,2016,779,29898,235167,0.0254,0.0033,6934,4767.68,28.07,1742.9,50.06,27.91,0,45.431,3595,-8.9400565,-49.504683,20161701903,77,17,0
1702000,2001,3278,240805,259282,0.0134,0.0125,9276,424.02,26.82,1498.24,52.82,24.05,0,0,0,-12.841147,-49.696348,20011702000,76,17,0
1702000,2002,3990,247893,254297,0.0158,0.0154,9234,446.18,27.34,1412.87,52.82,24.05,0,0,0,-12.841147,-49.696348,20021702000,76,17,0
1702000,2003,6646,249439,249038,0.0260,0.0260,9181,487.68,27.07,1497.48,52.82,24.05,0,0,0,-12.841147,-49.696348,20031702000,76,17,0
1702000,2004,5580,253152,248687,0.0216,0.0219,9108,895.01,26.95,1730.35,52.82,24.05,0,0,0,-12.841147,-49.696348,20041702000,76,17,0
1702000,2005,4896,255350,246933,0.0188,0.0194,9011,1006.71,27.13,1434.25,52.82,24.05,1,0,0,-12.841147,-49.696348,20051702000,76,17,0
1702000,2006,3296,259476,242836,0.0125,0.0134,8951,984.41,26.61,1695.53,52.82,24.05,1,0,0,-12.841147,-49.696348,20061702000,76,17,0
1702000,2007,4741,263785,239053,0.0177,0.0194,9098,932.28,27.36,1298.94,52.82,24.05,1,0,0,-12.841147,-49.696348,20071702000,76,17,0
1702000,2008,3664,267142,235300,0.0135,0.0153,9244,923.38,27.02,1370.51,52.82,24.05,1,0,0,-12.841147,-49.696348,20081702000,76,17,0
1702000,2009,3354,272271,231476,0.0122,0.0143,9225,1018.67,26.92,1783.97,52.82,24.05,2,0,0,-12.841147,-49.696348,20091702000,76,17,0
1702000,2010,4186,275867,227086,0.0149,0.0181,8985,1547.61,27.81,1282.8,52.82,24.05,0,0,0,-12.841147,-49.696348,20101702000,76,17,0
1702000,2011,4146,279587,224606,0.0146,0.0181,8744,2450.69,27.02,1712.99,52.82,24.05,1,0,0,-12.841147,-49.696348,20111702000,76,17,0
